condition,step,hypothesis,expected_action,excess_cm,base,belief
s40_off,105,d(item_4),move_to(?target=shelf_3),1720.0,0.0,0.001
s40_off,105,d(item_5),move_to(?target=shelf_3),1720.0,0.0,0.001
s40_off,105,d(item_6),move_to(?target=shelf_3),1720.0,0.0,0.001
s40_off,105,d(item_7),move_to(?target=shelf_3),1720.0,0.0,0.001
s40_off,106,ac,move_to(?target=ac_switch_0),2342.0,0.909091,0.001
s40_off,106,coffee,move_to(?target=coffee_machine_0),1941.8,0.909091,0.001
s40_off,106,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9037
s40_off,106,d(item_4),move_to(?target=shelf_3),1760.0,0.0,0.001
s40_off,106,d(item_5),move_to(?target=shelf_3),1760.0,0.0,0.001
s40_off,106,d(item_6),move_to(?target=shelf_3),1760.0,0.0,0.001
s40_off,106,d(item_7),move_to(?target=shelf_3),1760.0,0.0,0.001
s40_off,107,ac,move_to(?target=ac_switch_0),2342.8,0.909091,0.001
s40_off,107,coffee,move_to(?target=coffee_machine_0),1969.2,0.909091,0.001
s40_off,107,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9037
s40_off,107,d(item_4),move_to(?target=shelf_3),1800.0,0.0,0.001
s40_off,107,d(item_5),move_to(?target=shelf_3),1800.0,0.0,0.001
s40_off,107,d(item_6),move_to(?target=shelf_3),1800.0,0.0,0.001
s40_off,107,d(item_7),move_to(?target=shelf_3),1800.0,0.0,0.001
s40_off,108,ac,move_to(?target=ac_switch_0),2343.7,0.909091,0.001
s40_off,108,coffee,move_to(?target=coffee_machine_0),1997.2,0.909091,0.001
s40_off,108,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9037
s40_off,108,d(item_4),move_to(?target=shelf_3),1840.0,0.0,0.001
s40_off,108,d(item_5),move_to(?target=shelf_3),1840.0,0.0,0.001
s40_off,108,d(item_6),move_to(?target=shelf_3),1840.0,0.0,0.001
s40_off,108,d(item_7),move_to(?target=shelf_3),1840.0,0.0,0.001
s40_off,109,ac,move_to(?target=ac_switch_0),2344.7,0.909091,0.001
s40_off,109,coffee,move_to(?target=coffee_machine_0),2025.6,0.909091,0.001
s40_off,109,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9037
s40_off,109,d(item_4),move_to(?target=shelf_3),1880.0,0.0,0.001
s40_off,109,d(item_5),move_to(?target=shelf_3),1880.0,0.0,0.001
s40_off,109,d(item_6),move_to(?target=shelf_3),1880.0,0.0,0.001
s40_off,109,d(item_7),move_to(?target=shelf_3),1880.0,0.0,0.001
s40_off,110,ac,move_to(?target=ac_switch_0),2345.7,0.909091,0.001
s40_off,110,coffee,move_to(?target=coffee_machine_0),2054.5,0.909091,0.001
s40_off,110,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9037
s40_off,110,d(item_4),move_to(?target=shelf_3),1920.0,0.0,0.001
s40_off,110,d(item_5),move_to(?target=shelf_3),1920.0,0.0,0.001
s40_off,110,d(item_6),move_to(?target=shelf_3),1920.0,0.0,0.001
s40_off,110,d(item_7),move_to(?target=shelf_3),1920.0,0.0,0.001
s40_off,111,ac,move_to(?target=ac_switch_0),2346.8,0.909091,0.001
s40_off,111,coffee,move_to(?target=coffee_machine_0),2083.8,0.909091,0.001
s40_off,111,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9037
s40_off,111,d(item_4),move_to(?target=shelf_3),1960.0,0.0,0.001
s40_off,111,d(item_5),move_to(?target=shelf_3),1960.0,0.0,0.001
s40_off,111,d(item_6),move_to(?target=shelf_3),1960.0,0.0,0.001
s40_off,111,d(item_7),move_to(?target=shelf_3),1960.0,0.0,0.001
s40_off,112,ac,move_to(?target=ac_switch_0),2348.1,0.909091,0.001
s40_off,112,coffee,move_to(?target=coffee_machine_0),2113.6,0.909091,0.001
s40_off,112,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9037
s40_off,112,d(item_4),move_to(?target=shelf_3),2000.0,0.0,0.001
s40_off,112,d(item_5),move_to(?target=shelf_3),2000.0,0.0,0.001
s40_off,112,d(item_6),move_to(?target=shelf_3),2000.0,0.0,0.001
s40_off,112,d(item_7),move_to(?target=shelf_3),2000.0,0.0,0.001
s40_off,113,ac,move_to(?target=ac_switch_0),2349.4,0.909091,0.001
s40_off,113,coffee,move_to(?target=coffee_machine_0),2143.8,0.909091,0.001
s40_off,113,d(item_3),"place(?item=item_3,?target=kitting_table_0)",,0.909091,0.9037
s40_off,113,d(item_4),move_to(?target=shelf_3),2040.0,0.0,0.001
s40_off,113,d(item_5),move_to(?target=shelf_3),2040.0,0.0,0.001
s40_off,113,d(item_6),move_to(?target=shelf_3),2040.0,0.0,0.001
s40_off,113,d(item_7),move_to(?target=shelf_3),2040.0,0.0,0.001
s40_off,114,ac,move_to(?target=ac_switch_0),2349.4,0.909091,0.001
s40_off,114,coffee,move_to(?target=coffee_machine_0),2143.8,0.909091,0.001
s40_off,114,d(item_3),"place(?item=item_3,?target=kitting_table_0)",,0.909091,0.9037
s40_off,114,d(item_4),move_to(?target=shelf_3),2040.0,0.0,0.001
s40_off,114,d(item_5),move_to(?target=shelf_3),2040.0,0.0,0.001
s40_off,114,d(item_6),move_to(?target=shelf_3),2040.0,0.0,0.001
s40_off,114,d(item_7),move_to(?target=shelf_3),2040.0,0.0,0.001
s40_off,115,ac,move_to(?target=ac_switch_0),2349.4,10.0,0.001
s40_off,115,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,115,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s40_off,115,d(item_5),move_to(?target=item_5),0.0,0.0,0.001
s40_off,115,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s40_off,115,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s40_off,116,ac,move_to(?target=ac_switch_0),2349.4,10.0,0.001
s40_off,116,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,116,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s40_off,116,d(item_5),move_to(?target=item_5),0.0,0.0,0.001
s40_off,116,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s40_off,116,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s40_off,117,ac,move_to(?target=ac_switch_0),2349.4,10.0,0.001
s40_off,117,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,117,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s40_off,117,d(item_5),move_to(?target=item_5),0.0,0.0,0.001
s40_off,117,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s40_off,117,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s40_off,118,ac,move_to(?target=ac_switch_0),2373.2,10.0,0.001
s40_off,118,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,118,d(item_4),move_to(?target=item_4),13.8,0.0,0.001
s40_off,118,d(item_5),move_to(?target=item_5),6.9,0.0,0.001
s40_off,118,d(item_6),move_to(?target=item_6),9.6,0.0,0.001
s40_off,118,d(item_7),move_to(?target=item_7),19.9,0.0,0.001
s40_off,119,ac,move_to(?target=ac_switch_0),2398.0,10.0,0.001
s40_off,119,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,119,d(item_4),move_to(?target=item_4),28.3,0.0,0.001
s40_off,119,d(item_5),move_to(?target=item_5),14.1,0.0,0.001
s40_off,119,d(item_6),move_to(?target=item_6),19.4,0.0,0.001
s40_off,119,d(item_7),move_to(?target=item_7),40.2,0.0,0.001
s40_off,120,ac,move_to(?target=ac_switch_0),2423.6,10.0,0.001
s40_off,120,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,120,d(item_4),move_to(?target=item_4),43.9,0.0,0.001
s40_off,120,d(item_5),move_to(?target=item_5),21.4,0.0,0.001
s40_off,120,d(item_6),move_to(?target=item_6),29.4,0.0,0.001
s40_off,120,d(item_7),move_to(?target=item_7),60.9,0.0,0.001
s40_off,121,ac,move_to(?target=ac_switch_0),2450.0,10.0,0.001
s40_off,121,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,121,d(item_4),move_to(?target=item_4),60.5,0.0,0.001
s40_off,121,d(item_5),move_to(?target=item_5),28.9,0.0,0.001
s40_off,121,d(item_6),move_to(?target=item_6),39.8,0.0,0.001
s40_off,121,d(item_7),move_to(?target=item_7),82.0,0.0,0.001
s40_off,122,ac,move_to(?target=ac_switch_0),2477.2,10.0,0.001
s40_off,122,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,122,d(item_4),move_to(?target=item_4),78.4,0.0,0.001
s40_off,122,d(item_5),move_to(?target=item_5),36.6,0.0,0.001
s40_off,122,d(item_6),move_to(?target=item_6),50.4,0.0,0.001
s40_off,122,d(item_7),move_to(?target=item_7),103.5,0.0,0.001
s40_off,123,ac,move_to(?target=ac_switch_0),2505.1,10.0,0.001
s40_off,123,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,123,d(item_4),move_to(?target=item_4),97.9,0.0,0.001
s40_off,123,d(item_5),move_to(?target=item_5),44.5,0.0,0.001
s40_off,123,d(item_6),move_to(?target=item_6),61.3,0.0,0.001
s40_off,123,d(item_7),move_to(?target=item_7),125.5,0.0,0.001
s40_off,124,ac,move_to(?target=ac_switch_0),2533.8,10.0,0.001
s40_off,124,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,124,d(item_4),move_to(?target=item_4),119.0,0.0,0.001
s40_off,124,d(item_5),move_to(?target=item_5),52.6,0.0,0.001
s40_off,124,d(item_6),move_to(?target=item_6),72.4,0.0,0.001
s40_off,124,d(item_7),move_to(?target=item_7),147.8,0.0,0.001
s40_off,125,ac,move_to(?target=ac_switch_0),2563.1,10.0,0.001
s40_off,125,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,125,d(item_4),move_to(?target=item_4),142.2,0.0,0.001
s40_off,125,d(item_5),move_to(?target=item_5),60.9,0.0,0.001
s40_off,125,d(item_6),move_to(?target=item_6),83.9,0.0,0.001
s40_off,125,d(item_7),move_to(?target=item_7),170.6,0.0,0.001
s40_off,126,ac,move_to(?target=ac_switch_0),2593.1,10.0,0.001
s40_off,126,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,126,d(item_4),move_to(?target=item_4),167.6,0.0,0.001
s40_off,126,d(item_5),move_to(?target=item_5),69.4,0.0,0.001
s40_off,126,d(item_6),move_to(?target=item_6),95.7,0.0,0.001
s40_off,126,d(item_7),move_to(?target=item_7),193.7,0.0,0.001
s40_off,127,ac,move_to(?target=ac_switch_0),2623.6,10.0,0.001
s40_off,127,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,127,d(item_4),move_to(?target=item_4),195.7,0.0,0.001
s40_off,127,d(item_5),move_to(?target=item_5),78.2,0.0,0.001
s40_off,127,d(item_6),move_to(?target=item_6),107.8,0.0,0.001
s40_off,127,d(item_7),move_to(?target=item_7),217.2,0.0,0.001
s40_off,128,ac,move_to(?target=ac_switch_0),2654.7,10.0,0.001
s40_off,128,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,128,d(item_4),move_to(?target=item_4),226.5,0.0,0.001
s40_off,128,d(item_5),move_to(?target=item_5),87.2,0.0,0.001
s40_off,128,d(item_6),move_to(?target=item_6),120.2,0.0,0.001
s40_off,128,d(item_7),move_to(?target=item_7),241.1,0.0,0.001
s40_off,129,ac,move_to(?target=ac_switch_0),2686.4,10.0,0.001
s40_off,129,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,129,d(item_4),move_to(?target=item_4),260.5,0.0,0.001
s40_off,129,d(item_5),move_to(?target=item_5),96.4,0.0,0.001
s40_off,129,d(item_6),move_to(?target=item_6),132.9,0.0,0.001
s40_off,129,d(item_7),move_to(?target=item_7),265.4,0.0,0.001
s40_off,130,ac,move_to(?target=ac_switch_0),2718.5,10.0,0.001
s40_off,130,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,130,d(item_4),move_to(?target=item_4),297.7,0.0,0.001
s40_off,130,d(item_5),move_to(?target=item_5),105.8,0.0,0.001
s40_off,130,d(item_6),move_to(?target=item_6),146.0,0.0,0.001
s40_off,130,d(item_7),move_to(?target=item_7),290.1,0.0,0.001
s40_off,131,ac,move_to(?target=ac_switch_0),2751.1,10.0,0.001
s40_off,131,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,131,d(item_4),move_to(?target=item_4),338.2,0.0,0.001
s40_off,131,d(item_5),move_to(?target=item_5),115.6,0.0,0.001
s40_off,131,d(item_6),move_to(?target=item_6),159.4,0.0,0.001
s40_off,131,d(item_7),move_to(?target=item_7),315.2,0.0,0.001
s40_off,132,ac,move_to(?target=ac_switch_0),2784.1,10.0,0.001
s40_off,132,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,132,d(item_4),move_to(?target=item_4),382.1,0.0,0.001
s40_off,132,d(item_5),move_to(?target=item_5),125.5,0.0,0.001
s40_off,132,d(item_6),move_to(?target=item_6),173.2,0.0,0.001
s40_off,132,d(item_7),move_to(?target=item_7),340.6,0.0,0.001
s40_off,133,ac,move_to(?target=ac_switch_0),2817.6,10.0,0.001
s40_off,133,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,133,d(item_4),move_to(?target=item_4),429.1,0.0,0.001
s40_off,133,d(item_5),move_to(?target=item_5),135.8,0.0,0.001
s40_off,133,d(item_6),move_to(?target=item_6),187.2,0.0,0.001
s40_off,133,d(item_7),move_to(?target=item_7),366.4,0.0,0.001
s40_off,134,ac,move_to(?target=ac_switch_0),2851.4,10.0,0.001
s40_off,134,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,134,d(item_4),move_to(?target=item_4),479.2,0.0,0.001
s40_off,134,d(item_5),move_to(?target=item_5),146.3,0.0,0.001
s40_off,134,d(item_6),move_to(?target=item_6),201.7,0.0,0.001
s40_off,134,d(item_7),move_to(?target=item_7),392.5,0.0,0.001
s40_off,135,ac,move_to(?target=ac_switch_0),2885.5,10.0,0.001
s40_off,135,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,135,d(item_4),move_to(?target=item_4),531.9,0.0,0.001
s40_off,135,d(item_5),move_to(?target=item_5),157.1,0.0,0.001
s40_off,135,d(item_6),move_to(?target=item_6),216.5,0.0,0.001
s40_off,135,d(item_7),move_to(?target=item_7),419.0,0.0,0.001
s40_off,136,ac,move_to(?target=ac_switch_0),2920.0,10.0,0.001
s40_off,136,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,136,d(item_4),move_to(?target=item_4),587.1,0.0,0.001
s40_off,136,d(item_5),move_to(?target=item_5),168.2,0.0,0.001
s40_off,136,d(item_6),move_to(?target=item_6),231.7,0.0,0.001
s40_off,136,d(item_7),move_to(?target=item_7),445.8,0.0,0.001
s40_off,137,ac,move_to(?target=ac_switch_0),2954.7,10.0,0.001
s40_off,137,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,137,d(item_4),move_to(?target=item_4),644.5,0.0,0.001
s40_off,137,d(item_5),move_to(?target=item_5),179.5,0.0,0.001
s40_off,137,d(item_6),move_to(?target=item_6),247.2,0.0,0.001
s40_off,137,d(item_7),move_to(?target=item_7),473.0,0.0,0.001
s40_off,138,ac,move_to(?target=ac_switch_0),2989.8,10.0,0.001
s40_off,138,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,138,d(item_4),move_to(?target=item_4),703.7,0.0,0.001
s40_off,138,d(item_5),move_to(?target=item_5),191.2,0.0,0.001
s40_off,138,d(item_6),move_to(?target=item_6),263.2,0.0,0.001
s40_off,138,d(item_7),move_to(?target=item_7),500.5,0.0,0.001
s40_off,139,ac,move_to(?target=ac_switch_0),3025.1,10.0,0.001
s40_off,139,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,139,d(item_4),move_to(?target=item_4),764.4,0.0,0.001
s40_off,139,d(item_5),move_to(?target=item_5),203.2,0.0,0.001
s40_off,139,d(item_6),move_to(?target=item_6),279.5,0.0,0.001
s40_off,139,d(item_7),move_to(?target=item_7),528.3,0.0,0.001
s40_off,140,ac,move_to(?target=ac_switch_0),3060.6,10.0,0.001
s40_off,140,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,140,d(item_4),move_to(?target=item_4),826.5,0.0,0.001
s40_off,140,d(item_5),move_to(?target=item_5),215.4,0.0,0.001
s40_off,140,d(item_6),move_to(?target=item_6),296.2,0.0,0.001
s40_off,140,d(item_7),move_to(?target=item_7),556.5,0.0,0.001
s40_off,141,ac,move_to(?target=ac_switch_0),3096.4,10.0,0.001
s40_off,141,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,141,d(item_4),move_to(?target=item_4),889.4,0.0,0.001
s40_off,141,d(item_5),move_to(?target=item_5),228.1,0.0,0.001
s40_off,141,d(item_6),move_to(?target=item_6),313.3,0.0,0.001
s40_off,141,d(item_7),move_to(?target=item_7),584.9,0.0,0.001
s40_off,142,ac,move_to(?target=ac_switch_0),3132.4,10.0,0.001
s40_off,142,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,142,d(item_4),move_to(?target=item_4),952.8,0.0,0.001
s40_off,142,d(item_5),move_to(?target=item_5),241.0,0.0,0.001
s40_off,142,d(item_6),move_to(?target=item_6),330.8,0.0,0.001
s40_off,142,d(item_7),move_to(?target=item_7),613.7,0.0,0.001
s40_off,143,ac,move_to(?target=ac_switch_0),3168.6,10.0,0.001
s40_off,143,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,143,d(item_4),move_to(?target=item_4),1015.6,0.0,0.001
s40_off,143,d(item_5),move_to(?target=item_5),254.2,0.0,0.001
s40_off,143,d(item_6),move_to(?target=item_6),348.7,0.0,0.001
s40_off,143,d(item_7),move_to(?target=item_7),642.7,0.0,0.001
s40_off,144,ac,move_to(?target=ac_switch_0),3204.9,10.0,0.001
s40_off,144,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,144,d(item_4),move_to(?target=item_4),1055.6,0.0,0.001
s40_off,144,d(item_5),move_to(?target=item_5),267.9,0.0,0.001
s40_off,144,d(item_6),move_to(?target=item_6),366.9,0.0,0.001
s40_off,144,d(item_7),move_to(?target=item_7),672.1,0.0,0.001
s40_off,145,ac,move_to(?target=ac_switch_0),3241.5,10.0,0.001
s40_off,145,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,145,d(item_5),move_to(?target=item_5),281.8,0.0,0.001
s40_off,145,d(item_6),move_to(?target=item_6),385.6,0.0,0.001
s40_off,145,d(item_7),move_to(?target=item_7),701.7,0.0,0.001
s40_off,146,ac,move_to(?target=ac_switch_0),3278.2,10.0,0.001
s40_off,146,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,146,d(item_5),move_to(?target=item_5),296.1,0.0,0.001
s40_off,146,d(item_6),move_to(?target=item_6),404.7,0.0,0.001
s40_off,146,d(item_7),move_to(?target=item_7),731.6,0.0,0.001
s40_off,147,ac,move_to(?target=ac_switch_0),3315.1,10.0,0.001
s40_off,147,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,147,d(item_5),move_to(?target=item_5),310.8,0.0,0.001
s40_off,147,d(item_6),move_to(?target=item_6),424.2,0.0,0.001
s40_off,147,d(item_7),move_to(?target=item_7),761.7,0.0,0.001
s40_off,148,ac,move_to(?target=ac_switch_0),3352.1,10.0,0.001
s40_off,148,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,148,d(item_5),move_to(?target=item_5),325.8,0.0,0.001
s40_off,148,d(item_6),move_to(?target=item_6),444.1,0.0,0.001
s40_off,148,d(item_7),move_to(?target=item_7),792.1,0.0,0.001
s40_off,149,ac,move_to(?target=ac_switch_0),3389.2,10.0,0.001
s40_off,149,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,149,d(item_5),move_to(?target=item_5),341.2,0.0,0.001
s40_off,149,d(item_6),move_to(?target=item_6),464.4,0.0,0.001
s40_off,149,d(item_7),move_to(?target=item_7),822.8,0.0,0.001
s40_off,150,ac,move_to(?target=ac_switch_0),3426.5,10.0,0.001
s40_off,150,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,150,d(item_5),move_to(?target=item_5),356.9,0.0,0.001
s40_off,150,d(item_6),move_to(?target=item_6),485.1,0.0,0.001
s40_off,150,d(item_7),move_to(?target=item_7),853.7,0.0,0.001
s40_off,151,ac,move_to(?target=ac_switch_0),3463.8,10.0,0.001
s40_off,151,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,151,d(item_5),move_to(?target=item_5),373.1,0.0,0.001
s40_off,151,d(item_6),move_to(?target=item_6),506.2,0.0,0.001
s40_off,151,d(item_7),move_to(?target=item_7),884.9,0.0,0.001
s40_off,152,ac,move_to(?target=ac_switch_0),3501.3,10.0,0.001
s40_off,152,coffee,move_to(?target=coffee_machine_0),2143.8,10.0,0.001
s40_off,152,d(item_5),move_to(?target=item_5),389.6,0.0,0.001
s40_off,152,d(item_6),move_to(?target=item_6),527.7,0.0,0.001
s40_off,152,d(item_7),move_to(?target=item_7),916.2,0.0,0.001
s40_off,153,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,153,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,153,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,153,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,153,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,154,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,154,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,154,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,154,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,154,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,155,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,155,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,155,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,155,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,155,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,156,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,156,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,156,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,156,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,156,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,157,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,157,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,157,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,157,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,157,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,158,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,158,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,158,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,158,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,158,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,159,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,159,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,159,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,159,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,159,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,160,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,160,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,160,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,160,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,160,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,161,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,161,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,161,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,161,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,161,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,162,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,162,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,162,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,162,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,162,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,163,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,163,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,163,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,163,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,163,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,164,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,164,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,164,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,164,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,164,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,165,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,165,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,165,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,165,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,165,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,166,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,166,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,166,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,166,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,166,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,167,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,167,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,167,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,167,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,167,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
s40_off,168,ac,move_to(?target=ac_switch_0),3538.9,10.0,0.001
s40_off,168,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.0,0.001
s40_off,168,d(item_5),move_to(?target=item_5),406.5,0.0,0.001
s40_off,168,d(item_6),move_to(?target=item_6),549.6,0.0,0.001
s40_off,168,d(item_7),move_to(?target=item_7),947.9,0.0,0.001
