condition,step,hypothesis,expected_action,excess_cm,base,belief
s30_off,102,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,103,d(item_4),move_to(?target=shelf_7),120.0,0.0,0.001
s30_off,103,d(item_6),move_to(?target=shelf_7),120.0,0.0,0.001
s30_off,103,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,104,d(item_4),move_to(?target=shelf_7),160.0,0.0,0.001
s30_off,104,d(item_6),move_to(?target=shelf_7),160.0,0.0,0.001
s30_off,104,d(item_7),move_to(?target=kitting_table_0),-0.0,0.0,0.001
s30_off,105,d(item_4),move_to(?target=shelf_7),200.0,0.0,0.001
s30_off,105,d(item_6),move_to(?target=shelf_7),200.0,0.0,0.001
s30_off,105,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,106,d(item_4),move_to(?target=shelf_7),240.0,0.0,0.001
s30_off,106,d(item_6),move_to(?target=shelf_7),240.0,0.0,0.001
s30_off,106,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,107,d(item_4),move_to(?target=shelf_7),280.0,0.0,0.001
s30_off,107,d(item_6),move_to(?target=shelf_7),280.0,0.0,0.001
s30_off,107,d(item_7),move_to(?target=kitting_table_0),-0.0,0.0,0.001
s30_off,108,d(item_4),move_to(?target=shelf_7),320.0,0.0,0.001
s30_off,108,d(item_6),move_to(?target=shelf_7),320.0,0.0,0.001
s30_off,108,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,109,d(item_4),move_to(?target=shelf_7),360.0,0.0,0.001
s30_off,109,d(item_6),move_to(?target=shelf_7),360.0,0.0,0.001
s30_off,109,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,110,d(item_4),move_to(?target=shelf_7),400.0,0.0,0.001
s30_off,110,d(item_6),move_to(?target=shelf_7),400.0,0.0,0.001
s30_off,110,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,111,d(item_4),move_to(?target=shelf_7),440.0,0.0,0.001
s30_off,111,d(item_6),move_to(?target=shelf_7),440.0,0.0,0.001
s30_off,111,d(item_7),move_to(?target=kitting_table_0),-0.0,0.0,0.001
s30_off,112,d(item_4),move_to(?target=shelf_7),480.0,0.0,0.001
s30_off,112,d(item_6),move_to(?target=shelf_7),480.0,0.0,0.001
s30_off,112,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,113,d(item_4),move_to(?target=shelf_7),520.0,0.0,0.001
s30_off,113,d(item_6),move_to(?target=shelf_7),520.0,0.0,0.001
s30_off,113,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,114,d(item_4),move_to(?target=shelf_7),560.0,0.0,0.001
s30_off,114,d(item_6),move_to(?target=shelf_7),560.0,0.0,0.001
s30_off,114,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,115,d(item_4),move_to(?target=shelf_7),600.0,0.0,0.001
s30_off,115,d(item_6),move_to(?target=shelf_7),600.0,0.0,0.001
s30_off,115,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,116,d(item_4),move_to(?target=shelf_7),640.0,0.0,0.001
s30_off,116,d(item_6),move_to(?target=shelf_7),640.0,0.0,0.001
s30_off,116,d(item_7),move_to(?target=kitting_table_0),-0.0,0.0,0.001
s30_off,117,d(item_4),move_to(?target=shelf_7),680.0,0.0,0.001
s30_off,117,d(item_6),move_to(?target=shelf_7),680.0,0.0,0.001
s30_off,117,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,118,d(item_4),move_to(?target=shelf_7),720.0,0.0,0.001
s30_off,118,d(item_6),move_to(?target=shelf_7),720.0,0.0,0.001
s30_off,118,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_off,119,d(item_4),move_to(?target=shelf_7),760.0,0.0,0.001
s30_off,119,d(item_6),move_to(?target=shelf_7),760.0,0.0,0.001
s30_off,119,d(item_7),"place(?item=item_7,?target=kitting_table_0)",,0.0,0.001
s30_off,120,d(item_4),move_to(?target=shelf_7),760.0,0.0,0.001
s30_off,120,d(item_6),move_to(?target=shelf_7),760.0,0.0,0.001
s30_off,120,d(item_7),"place(?item=item_7,?target=kitting_table_0)",,0.0,0.001
s30_off,121,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,121,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,122,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,122,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,123,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,123,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,124,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,124,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,125,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,125,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,126,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,126,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,127,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,127,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,128,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,128,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,129,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,129,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,130,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,130,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,131,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,131,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,132,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,132,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,133,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,133,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,134,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,134,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,135,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,135,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,136,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,136,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,137,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,137,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,138,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,138,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,139,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,139,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,140,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,140,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,141,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,141,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,142,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,142,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,143,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,143,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,144,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,144,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,145,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,145,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,146,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,146,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,147,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,147,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,148,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,148,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,149,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,149,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,150,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,150,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,151,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,151,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,152,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,152,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,153,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,153,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,154,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,154,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,155,d(item_4),move_to(?target=item_4),0.0,0.0,0.001
s30_off,155,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,156,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,157,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_off,158,d(item_6),move_to(?target=item_6),0.0,0.0,0.001
s30_on,0,d(item_3),move_to(?target=item_3),-0.0,0.482254,0.4808
s30_on,0,d(item_7),move_to(?target=item_7),5.3,0.482254,0.4681
s30_on,1,d(item_3),move_to(?target=item_3),0.0,0.488787,0.4873
s30_on,1,d(item_7),move_to(?target=item_7),10.8,0.488787,0.4609
s30_on,2,d(item_3),move_to(?target=item_3),-0.0,0.49583,0.4943
s30_on,2,d(item_7),move_to(?target=item_7),16.7,0.49583,0.4532
s30_on,3,d(item_3),move_to(?target=item_3),0.0,0.503428,0.5019
s30_on,3,d(item_7),move_to(?target=item_7),22.8,0.503428,0.4449
s30_on,4,d(item_3),move_to(?target=item_3),-0.0,0.511626,0.5101
s30_on,4,d(item_7),move_to(?target=item_7),29.3,0.511626,0.4359
s30_on,5,d(item_3),move_to(?target=item_3),-0.0,0.520471,0.5189
s30_on,5,d(item_7),move_to(?target=item_7),36.1,0.520471,0.4262
s30_on,6,d(item_3),move_to(?target=item_3),0.0,0.530011,0.5284
s30_on,6,d(item_7),move_to(?target=item_7),43.3,0.530011,0.4157
s30_on,7,d(item_3),move_to(?target=item_3),0.0,0.540295,0.5387
s30_on,7,d(item_7),move_to(?target=item_7),50.9,0.540295,0.4045
s30_on,8,d(item_3),move_to(?target=item_3),0.0,0.551367,0.5497
s30_on,8,d(item_7),move_to(?target=item_7),58.9,0.551367,0.3923
s30_on,9,d(item_3),move_to(?target=item_3),-0.0,0.563268,0.5616
s30_on,9,d(item_7),move_to(?target=item_7),67.4,0.563268,0.3793
s30_on,10,d(item_3),move_to(?target=item_3),0.0,0.576033,0.5743
s30_on,10,d(item_7),move_to(?target=item_7),76.3,0.576033,0.3653
s30_on,11,d(item_3),move_to(?target=item_3),0.0,0.589683,0.5879
s30_on,11,d(item_7),move_to(?target=item_7),85.7,0.589683,0.3503
s30_on,12,d(item_3),move_to(?target=item_3),0.0,0.604226,0.6024
s30_on,12,d(item_7),move_to(?target=item_7),95.7,0.604226,0.3343
s30_on,13,d(item_3),move_to(?target=item_3),0.0,0.61965,0.6178
s30_on,13,d(item_7),move_to(?target=item_7),106.2,0.61965,0.3174
s30_on,14,d(item_3),move_to(?target=item_3),0.0,0.635916,0.634
s30_on,14,d(item_7),move_to(?target=item_7),117.3,0.635916,0.2996
s30_on,15,d(item_3),move_to(?target=item_3),0.0,0.652958,0.651
s30_on,15,d(item_7),move_to(?target=item_7),129.1,0.652958,0.2809
s30_on,16,d(item_3),move_to(?target=item_3),0.0,0.670673,0.6687
s30_on,16,d(item_7),move_to(?target=item_7),141.5,0.670673,0.2615
s30_on,17,d(item_3),move_to(?target=item_3),0.0,0.688921,0.6869
s30_on,17,d(item_7),move_to(?target=item_7),154.5,0.688921,0.2415
s30_on,18,d(item_3),move_to(?target=item_3),0.0,0.707527,0.7054
s30_on,18,d(item_7),move_to(?target=item_7),168.3,0.707527,0.2211
s30_on,19,d(item_3),move_to(?target=item_3),0.0,0.72628,0.7241
s30_on,19,d(item_7),move_to(?target=item_7),182.8,0.72628,0.2005
s30_on,20,d(item_3),move_to(?target=item_3),0.0,0.74494,0.7427
s30_on,20,d(item_7),move_to(?target=item_7),198.1,0.74494,0.18
s30_on,21,d(item_3),move_to(?target=item_3),0.0,0.763249,0.761
s30_on,21,d(item_7),move_to(?target=item_7),214.2,0.763249,0.1599
s30_on,22,d(item_3),move_to(?target=item_3),0.0,0.780948,0.7786
s30_on,22,d(item_7),move_to(?target=item_7),231.1,0.780948,0.1405
s30_on,23,d(item_3),move_to(?target=item_3),0.0,0.797787,0.7954
s30_on,23,d(item_7),move_to(?target=item_7),248.8,0.797787,0.1221
s30_on,24,d(item_3),move_to(?target=item_3),0.0,0.813546,0.8111
s30_on,24,d(item_7),move_to(?target=item_7),267.3,0.813546,0.1048
s30_on,25,d(item_3),move_to(?target=item_3),0.0,0.828045,0.8256
s30_on,25,d(item_7),move_to(?target=item_7),286.7,0.828045,0.0889
s30_on,26,d(item_3),move_to(?target=item_3),0.0,0.84116,0.8386
s30_on,26,d(item_7),move_to(?target=item_7),306.9,0.84116,0.0745
s30_on,27,d(item_3),move_to(?target=item_3),0.0,0.85282,0.8503
s30_on,27,d(item_7),move_to(?target=item_7),327.9,0.85282,0.0617
s30_on,28,d(item_3),move_to(?target=item_3),0.0,0.863015,0.8604
s30_on,28,d(item_7),move_to(?target=item_7),349.8,0.863015,0.0505
s30_on,29,d(item_3),move_to(?target=item_3),0.0,0.871784,0.8692
s30_on,29,d(item_7),move_to(?target=item_7),372.5,0.871784,0.0409
s30_on,30,d(item_3),move_to(?target=item_3),0.0,0.879208,0.8766
s30_on,30,d(item_7),move_to(?target=item_7),396.1,0.879208,0.0328
s30_on,31,d(item_3),move_to(?target=item_3),0.0,0.885401,0.8827
s30_on,31,d(item_7),move_to(?target=item_7),420.4,0.885401,0.026
s30_on,32,d(item_3),move_to(?target=item_3),0.0,0.890493,0.8878
s30_on,32,d(item_7),move_to(?target=item_7),445.5,0.890493,0.0204
s30_on,33,d(item_3),move_to(?target=item_3),0.0,0.894626,0.8919
s30_on,33,d(item_7),move_to(?target=item_7),471.4,0.894626,0.0159
s30_on,34,d(item_3),move_to(?target=item_3),0.0,0.897938,0.8952
s30_on,34,d(item_7),move_to(?target=item_7),497.9,0.897938,0.0122
s30_on,35,d(item_3),move_to(?target=item_3),0.0,0.900562,0.8979
s30_on,35,d(item_7),move_to(?target=item_7),525.2,0.900562,0.0094
s30_on,36,d(item_3),move_to(?target=item_3),0.0,0.902618,0.8999
s30_on,36,d(item_7),move_to(?target=item_7),553.2,0.902618,0.0071
s30_on,37,d(item_3),pick_up(?item=item_3),,0.904214,0.9015
s30_on,37,d(item_7),move_to(?target=item_7),581.7,0.904214,0.0053
s30_on,38,d(item_3),pick_up(?item=item_3),,0.904214,0.9015
s30_on,38,d(item_7),move_to(?target=item_7),581.7,0.904214,0.0053
s30_on,39,d(item_3),move_to(?target=kitting_table_0),0.0,0.904214,0.9015
s30_on,39,d(item_7),"place(?item=item_3,?target=shelf_3)",,0.005365,0.0053
s30_on,40,d(item_3),move_to(?target=kitting_table_0),0.0,0.904214,0.9015
s30_on,40,d(item_7),"place(?item=item_3,?target=shelf_3)",,0.005365,0.0053
s30_on,41,d(item_3),move_to(?target=kitting_table_0),-0.0,0.904214,0.9015
s30_on,41,d(item_7),move_to(?target=shelf_3),0.0,0.005365,0.0053
s30_on,42,d(item_3),move_to(?target=kitting_table_0),-0.0,0.905165,0.9024
s30_on,42,d(item_7),move_to(?target=shelf_3),39.7,0.005371,0.0043
s30_on,43,d(item_3),move_to(?target=kitting_table_0),-0.0,0.906051,0.9033
s30_on,43,d(item_7),move_to(?target=shelf_3),79.6,0.005376,0.0033
s30_on,44,d(item_3),move_to(?target=kitting_table_0),-0.0,0.906817,0.9041
s30_on,44,d(item_7),move_to(?target=shelf_3),119.5,0.00538,0.0025
s30_on,45,d(item_3),move_to(?target=kitting_table_0),-0.0,0.907438,0.9047
s30_on,45,d(item_7),move_to(?target=shelf_3),159.4,0.005384,0.0018
s30_on,46,d(item_3),move_to(?target=kitting_table_0),-0.0,0.907917,0.9052
s30_on,46,d(item_7),move_to(?target=shelf_3),199.4,0.005387,0.0013
s30_on,47,d(item_3),move_to(?target=kitting_table_0),-0.0,0.908271,0.9055
s30_on,47,d(item_7),move_to(?target=shelf_3),239.3,0.005389,0.001
s30_on,48,d(item_3),move_to(?target=kitting_table_0),-0.0,0.908525,0.9055
s30_on,48,d(item_7),move_to(?target=shelf_3),279.3,0.005391,0.001
s30_on,49,d(item_3),move_to(?target=kitting_table_0),-0.0,0.908704,0.9055
s30_on,49,d(item_7),move_to(?target=shelf_3),319.3,0.005392,0.001
s30_on,50,d(item_3),move_to(?target=kitting_table_0),0.0,0.908828,0.9055
s30_on,50,d(item_7),move_to(?target=shelf_3),359.3,0.005392,0.001
s30_on,51,d(item_3),move_to(?target=kitting_table_0),0.0,0.908913,0.9055
s30_on,51,d(item_7),move_to(?target=shelf_3),399.3,0.005393,0.001
s30_on,52,d(item_3),move_to(?target=kitting_table_0),0.0,0.908971,0.9055
s30_on,52,d(item_7),move_to(?target=shelf_3),439.3,0.005393,0.001
s30_on,53,d(item_3),move_to(?target=kitting_table_0),0.0,0.90901,0.9055
s30_on,53,d(item_7),move_to(?target=shelf_3),479.2,0.005393,0.001
s30_on,54,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909037,0.9055
s30_on,54,d(item_7),move_to(?target=shelf_3),519.2,0.005394,0.001
s30_on,55,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909055,0.9055
s30_on,55,d(item_7),move_to(?target=shelf_3),559.2,0.005394,0.001
s30_on,56,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909066,0.9055
s30_on,56,d(item_7),move_to(?target=shelf_3),599.2,0.005394,0.001
s30_on,57,d(item_3),move_to(?target=kitting_table_0),0.0,0.909075,0.9055
s30_on,57,d(item_7),move_to(?target=shelf_3),639.2,0.005394,0.001
s30_on,58,d(item_3),move_to(?target=kitting_table_0),-0.0,0.90908,0.9055
s30_on,58,d(item_7),move_to(?target=shelf_3),679.2,0.005394,0.001
s30_on,59,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909084,0.9055
s30_on,59,d(item_7),move_to(?target=shelf_3),719.2,0.005394,0.001
s30_on,60,d(item_3),move_to(?target=kitting_table_0),0.0,0.909086,0.9055
s30_on,60,d(item_7),move_to(?target=shelf_3),759.2,0.005394,0.001
s30_on,61,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909088,0.9055
s30_on,61,d(item_7),move_to(?target=shelf_3),799.2,0.005394,0.001
s30_on,62,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909089,0.9055
s30_on,62,d(item_7),move_to(?target=shelf_3),839.2,0.005394,0.001
s30_on,63,d(item_3),move_to(?target=kitting_table_0),0.0,0.909089,0.9055
s30_on,63,d(item_7),move_to(?target=shelf_3),879.2,0.005394,0.001
s30_on,64,d(item_3),move_to(?target=kitting_table_0),-0.0,0.90909,0.9055
s30_on,64,d(item_7),move_to(?target=shelf_3),919.2,0.005394,0.001
s30_on,65,d(item_3),move_to(?target=kitting_table_0),-0.0,0.90909,0.9055
s30_on,65,d(item_7),move_to(?target=shelf_3),959.2,0.005394,0.001
s30_on,66,d(item_3),move_to(?target=kitting_table_0),-0.0,0.90909,0.9055
s30_on,66,d(item_7),move_to(?target=shelf_3),999.2,0.005394,0.001
s30_on,67,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9055
s30_on,67,d(item_7),move_to(?target=shelf_3),1039.2,0.005394,0.001
s30_on,68,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9055
s30_on,68,d(item_7),move_to(?target=shelf_3),1079.2,0.005394,0.001
s30_on,69,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9055
s30_on,69,d(item_7),move_to(?target=shelf_3),1119.2,0.005394,0.001
s30_on,70,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9055
s30_on,70,d(item_7),move_to(?target=shelf_3),1159.2,0.005394,0.001
s30_on,71,d(item_3),move_to(?target=kitting_table_0),-0.0,0.909091,0.9055
s30_on,71,d(item_7),move_to(?target=shelf_3),1199.2,0.005394,0.001
s30_on,72,d(item_3),"place(?item=item_3,?target=kitting_table_0)",,0.909091,0.9055
s30_on,72,d(item_7),move_to(?target=shelf_3),1239.2,0.005394,0.001
s30_on,73,d(item_3),"place(?item=item_3,?target=kitting_table_0)",,0.909091,0.9055
s30_on,73,d(item_7),move_to(?target=shelf_3),1239.2,0.005394,0.001
s30_on,74,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,75,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,76,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,77,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,78,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,79,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,80,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,81,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,82,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,83,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,84,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,85,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,86,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,87,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,88,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,89,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,90,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,91,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,92,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,93,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,94,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,95,d(item_7),move_to(?target=item_7),0.0,0.0,0.001
s30_on,96,d(item_7),pick_up(?item=item_7),,0.0,0.001
s30_on,97,d(item_7),pick_up(?item=item_7),,0.0,0.001
s30_on,98,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,99,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,100,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,101,d(item_7),move_to(?target=kitting_table_0),-0.0,0.0,0.001
s30_on,102,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,103,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,104,d(item_7),move_to(?target=kitting_table_0),-0.0,0.0,0.001
s30_on,105,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,106,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,107,d(item_7),move_to(?target=kitting_table_0),-0.0,0.0,0.001
s30_on,108,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,109,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,110,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,111,d(item_7),move_to(?target=kitting_table_0),-0.0,0.0,0.001
s30_on,112,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,113,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,114,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,115,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,116,d(item_7),move_to(?target=kitting_table_0),-0.0,0.0,0.001
s30_on,117,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,118,d(item_7),move_to(?target=kitting_table_0),0.0,0.0,0.001
s30_on,119,d(item_7),"place(?item=item_7,?target=kitting_table_0)",,0.0,0.001
s30_on,120,d(item_7),"place(?item=item_7,?target=kitting_table_0)",,0.0,0.001
s40_off,0,ac,move_to(?target=ac_switch_0),37.5,0.158998,0.1295
s40_off,0,coffee,move_to(?target=coffee_machine_0),7.4,0.158998,0.1531
s40_off,0,d(item_3),move_to(?target=item_3),0.0,0.158998,0.159
s40_off,0,d(item_4),move_to(?target=item_4),30.8,0.158998,0.1347
s40_off,0,d(item_5),move_to(?target=item_5),24.3,0.158998,0.1397
s40_off,0,d(item_6),move_to(?target=item_6),27.3,0.158998,0.1375
s40_off,0,d(item_7),move_to(?target=item_7),36.2,0.158998,0.1306
s40_off,1,ac,move_to(?target=ac_switch_0),75.3,0.18149,0.1162
s40_off,1,coffee,move_to(?target=coffee_machine_0),15.1,0.18149,0.1678
s40_off,1,d(item_3),move_to(?target=item_3),0.0,0.18149,0.1815
s40_off,1,d(item_4),move_to(?target=item_4),62.0,0.18149,0.127
s40_off,1,d(item_5),move_to(?target=item_5),49.0,0.18149,0.1379
s40_off,1,d(item_6),move_to(?target=item_6),54.8,0.18149,0.133
s40_off,1,d(item_7),move_to(?target=item_7),72.5,0.18149,0.1184
s40_off,2,ac,move_to(?target=ac_switch_0),113.4,0.208559,0.1016
s40_off,2,coffee,move_to(?target=coffee_machine_0),23.1,0.208559,0.1846
s40_off,2,d(item_3),move_to(?target=item_3),0.0,0.208559,0.2086
s40_off,2,d(item_4),move_to(?target=item_4),93.4,0.208559,0.1177
s40_off,2,d(item_5),move_to(?target=item_5),73.9,0.208559,0.1348
s40_off,2,d(item_6),move_to(?target=item_6),82.7,0.208559,0.1269
s40_off,2,d(item_7),move_to(?target=item_7),109.0,0.208559,0.105
s40_off,3,ac,move_to(?target=ac_switch_0),151.6,0.240092,0.0865
s40_off,3,coffee,move_to(?target=coffee_machine_0),31.4,0.240092,0.2027
s40_off,3,d(item_3),move_to(?target=item_3),0.0,0.240092,0.2401
s40_off,3,d(item_4),move_to(?target=item_4),125.2,0.240092,0.1068
s40_off,3,d(item_5),move_to(?target=item_5),99.1,0.240092,0.13
s40_off,3,d(item_6),move_to(?target=item_6),110.9,0.240092,0.1191
s40_off,3,d(item_7),move_to(?target=item_7),145.6,0.240092,0.0908
s40_off,4,ac,move_to(?target=ac_switch_0),190.0,0.275572,0.0717
s40_off,4,coffee,move_to(?target=coffee_machine_0),40.1,0.275572,0.221
s40_off,4,d(item_3),move_to(?target=item_3),0.0,0.275572,0.2756
s40_off,4,d(item_4),move_to(?target=item_4),157.2,0.275572,0.0947
s40_off,4,d(item_5),move_to(?target=item_5),124.6,0.275572,0.1231
s40_off,4,d(item_6),move_to(?target=item_6),139.3,0.275572,0.1096
s40_off,4,d(item_7),move_to(?target=item_7),182.3,0.275572,0.0766
s40_off,5,ac,move_to(?target=ac_switch_0),228.6,0.314113,0.058
s40_off,5,coffee,move_to(?target=coffee_machine_0),49.2,0.314113,0.2384
s40_off,5,d(item_3),move_to(?target=item_3),0.0,0.314113,0.3141
s40_off,5,d(item_4),move_to(?target=item_4),189.5,0.314113,0.0821
s40_off,5,d(item_5),move_to(?target=item_5),150.4,0.314113,0.1142
