condition,step,segment,truth,human_action,human_micro,human_holding,most_likely,confidence,dist...
s00_off,110,,d(item_2),move_to,,,d(item_2),0.939,0.939,0.001,0.0486,0.001,0.001,0.0094
s00_off,111,,d(item_2),pick_up,grasp,item_2,d(item_2),0.6525,0.6525,0.001,0.338,0.001,0.001,0.0065
s00_off,112,,d(item_2),pick_up,,item_2,d(item_2),0.6525,0.6525,0.001,0.338,0.001,0.001,0.0065
s00_off,113,,d(item_2),move_to,step,item_2,d(item_2),0.9469,0.9469,0.001,0.0491,0.001,0.001,0.001
s00_off,114,,d(item_2),move_to,step,item_2,d(item_2),0.7035,0.7035,0.001,0.2925,0.001,0.001,0.001
s00_off,115,,d(item_2),move_to,step,item_2,d(item_2),0.7538,0.7538,0.001,0.2422,0.001,0.001,0.001
s00_off,116,,d(item_2),move_to,step,item_2,d(item_2),0.8033,0.8033,0.001,0.1927,0.001,0.001,0.001
s00_off,117,,d(item_2),move_to,step,item_2,d(item_2),0.8483,0.8483,0.001,0.1477,0.001,0.001,0.001
s00_off,118,,d(item_2),move_to,step,item_2,d(item_2),0.8865,0.8865,0.001,0.1095,0.001,0.001,0.001
s00_off,119,,d(item_2),move_to,step,item_2,d(item_2),0.917,0.917,0.001,0.079,0.001,0.001,0.001
s00_off,120,,d(item_2),move_to,step,item_2,d(item_2),0.9402,0.9402,0.001,0.0558,0.001,0.001,0.001
s00_off,121,,d(item_2),move_to,step,item_2,d(item_2),0.9572,0.9572,0.001,0.0388,0.001,0.001,0.001
s00_off,122,,d(item_2),move_to,step,item_2,d(item_2),0.9693,0.9693,0.001,0.0267,0.001,0.001,0.001
s00_off,123,,d(item_2),move_to,step,item_2,d(item_2),0.9778,0.9778,0.001,0.0182,0.001,0.001,0.001
s00_off,124,,d(item_2),move_to,step,item_2,d(item_2),0.9836,0.9836,0.001,0.0124,0.001,0.001,0.001
s00_off,125,,d(item_2),move_to,step,item_2,d(item_2),0.9876,0.9876,0.001,0.0084,0.001,0.001,0.001
s00_off,126,,d(item_2),move_to,step,item_2,d(item_2),0.9904,0.9904,0.001,0.0056,0.001,0.001,0.001
s00_off,127,,d(item_2),move_to,step,item_2,d(item_2),0.9922,0.9922,0.001,0.0038,0.001,0.001,0.001
s00_off,128,,d(item_2),move_to,step,item_2,d(item_2),0.9935,0.9935,0.001,0.0025,0.001,0.001,0.001
s00_off,129,,d(item_2),move_to,step,item_2,d(item_2),0.9943,0.9943,0.001,0.0017,0.001,0.001,0.001
s00_off,130,,d(item_2),move_to,step,item_2,d(item_2),0.9949,0.9949,0.001,0.0011,0.001,0.001,0.001
s00_off,131,,d(item_2),move_to,step,item_2,d(item_2),0.995,0.995,0.001,0.001,0.001,0.001,0.001
s00_off,132,,d(item_2),move_to,step,item_2,d(item_2),0.995,0.995,0.001,0.001,0.001,0.001,0.001
s00_off,133,,d(item_2),move_to,step,item_2,d(item_2),0.995,0.995,0.001,0.001,0.001,0.001,0.001
s00_off,134,,d(item_2),move_to,step,item_2,d(item_2),0.995,0.995,0.001,0.001,0.001,0.001,0.001
s00_off,135,,d(item_2),move_to,step,item_2,d(item_2),0.995,0.995,0.001,0.001,0.001,0.001,0.001
s00_off,136,,d(item_2),move_to,step,item_2,d(item_2),0.995,0.995,0.001,0.001,0.001,0.001,0.001
s00_off,137,,d(item_2),move_to,step,item_2,d(item_2),0.995,0.995,0.001,0.001,0.001,0.001,0.001
s00_off,138,,d(item_2),move_to,step,item_2,d(item_2),0.995,0.995,0.001,0.001,0.001,0.001,0.001
s00_off,139,,d(item_2),move_to,step,item_2,d(item_2),0.995,0.995,0.001,0.001,0.001,0.001,0.001
s00_off,140,,d(item_2),move_to,step,item_2,d(item_2),0.995,0.995,0.001,0.001,0.001,0.001,0.001
s00_off,141,,d(item_2),move_to,,item_2,d(item_2),0.995,0.995,0.001,0.001,0.001,0.001,0.001
s00_off,142,,d(item_2),place,release,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,143,,d(item_2),place,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,144,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,145,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,146,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,147,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,148,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,149,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,150,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,151,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,152,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,153,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,154,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,155,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,156,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,157,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,158,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,159,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,160,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,161,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,162,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,163,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,164,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,165,,unknown,,,,d(item_4),0.498,0.001,0.001,0.498,0.001,0.001,0.498
s00_off,166,,unknown,,,,unknown,0.995,0.001,0.001,0.001,0.001,0.001,0.995
s00_off,167,,unknown,,,,unknown,0.995,0.001,0.001,0.001,0.001,0.001,0.995
s00_off,168,,unknown,,,,unknown,0.995,0.001,0.001,0.001,0.001,0.001,0.995
s00_off,169,,unknown,,,,unknown,0.995,0.001,0.001,0.001,0.001,0.001,0.995
s00_off,170,,unknown,,,,unknown,0.995,0.001,0.001,0.001,0.001,0.001,0.995
s00_off,171,,unknown,,,,unknown,0.995,0.001,0.001,0.001,0.001,0.001,0.995
s00_off,172,,unknown,,,,unknown,0.995,0.001,0.001,0.001,0.001,0.001,0.995
s00_on,0,,d(item_3),move_to,step,,d(item_3),0.4876,0.4606,0.4876,0.001,0.001,0.001,0.0488
s00_on,1,,d(item_3),move_to,step,,d(item_3),0.5026,0.4442,0.5026,0.001,0.001,0.001,0.0503
s00_on,2,,d(item_3),move_to,step,,d(item_3),0.5198,0.4253,0.5198,0.001,0.001,0.001,0.052
s00_on,3,,d(item_3),move_to,step,,d(item_3),0.5395,0.4036,0.5395,0.001,0.001,0.001,0.0539
s00_on,4,,d(item_3),move_to,step,,d(item_3),0.5619,0.3789,0.5619,0.001,0.001,0.001,0.0562
s00_on,5,,d(item_3),move_to,step,,d(item_3),0.5871,0.3512,0.5871,0.001,0.001,0.001,0.0587
s00_on,6,,d(item_3),move_to,step,,d(item_3),0.6148,0.3207,0.6148,0.001,0.001,0.001,0.0615
s00_on,7,,d(item_3),move_to,step,,d(item_3),0.6446,0.2879,0.6446,0.001,0.001,0.001,0.0645
s00_on,8,,d(item_3),move_to,step,,d(item_3),0.6759,0.2535,0.6759,0.001,0.001,0.001,0.0676
s00_on,9,,d(item_3),move_to,step,,d(item_3),0.7077,0.2185,0.7077,0.001,0.001,0.001,0.0708
s00_on,10,,d(item_3),move_to,step,,d(item_3),0.7389,0.1842,0.7389,0.001,0.001,0.001,0.0739
s00_on,11,,d(item_3),move_to,step,,d(item_3),0.7683,0.1519,0.7683,0.001,0.001,0.001,0.0768
s00_on,12,,d(item_3),move_to,step,,d(item_3),0.7951,0.1224,0.7951,0.001,0.001,0.001,0.0795
s00_on,13,,d(item_3),move_to,step,,d(item_3),0.8186,0.0966,0.8186,0.001,0.001,0.001,0.0819
