condition,step,hypothesis,expected_action,excess_cm,base,belief,walked_cm
nofold/s40_off,129,d(item_5),move_to(?target=item_5),96.4,0.415563,0.2293,240.0
nofold/s40_off,129,d(item_6),move_to(?target=item_6),132.9,0.415563,0.1737,240.0
nofold/s40_off,129,d(item_7),move_to(?target=item_7),265.4,0.415563,0.0546,240.0
nofold/s40_off,130,ac,move_to(?target=ac_switch_0),369.1,0.446036,0.0217,260.0
nofold/s40_off,130,coffee,move_to(?target=coffee_machine_0),0.0,0.446036,0.4456,260.0
nofold/s40_off,130,d(item_4),move_to(?target=item_4),297.7,0.446036,0.0432,260.0
nofold/s40_off,130,d(item_5),move_to(?target=item_5),105.8,0.446036,0.2296,260.0
nofold/s40_off,130,d(item_6),move_to(?target=item_6),146.0,0.446036,0.168,260.0
nofold/s40_off,130,d(item_7),move_to(?target=item_7),290.1,0.446036,0.0464,260.0
nofold/s40_off,131,ac,move_to(?target=ac_switch_0),401.7,0.47626,0.0168,280.0
nofold/s40_off,131,coffee,move_to(?target=coffee_machine_0),0.0,0.47626,0.4758,280.0
nofold/s40_off,131,d(item_4),move_to(?target=item_4),338.2,0.47626,0.0313,280.0
nofold/s40_off,131,d(item_5),move_to(?target=item_5),115.6,0.47626,0.2279,280.0
nofold/s40_off,131,d(item_6),move_to(?target=item_6),159.4,0.47626,0.1606,280.0
nofold/s40_off,131,d(item_7),move_to(?target=item_7),315.2,0.47626,0.039,280.0
nofold/s40_off,132,ac,move_to(?target=ac_switch_0),434.7,0.505819,0.0129,300.0
nofold/s40_off,132,coffee,move_to(?target=coffee_machine_0),0.0,0.505819,0.5053,300.0
nofold/s40_off,132,d(item_4),move_to(?target=item_4),382.1,0.505819,0.0217,300.0
nofold/s40_off,132,d(item_5),move_to(?target=item_5),125.5,0.505819,0.2241,300.0
nofold/s40_off,132,d(item_6),move_to(?target=item_6),173.2,0.505819,0.152,300.0
nofold/s40_off,132,d(item_7),move_to(?target=item_7),340.6,0.505819,0.0325,300.0
nofold/s40_off,133,ac,move_to(?target=ac_switch_0),468.2,0.534451,0.0098,320.0
nofold/s40_off,133,coffee,move_to(?target=coffee_machine_0),0.0,0.534451,0.5339,320.0
nofold/s40_off,133,d(item_4),move_to(?target=item_4),429.1,0.534451,0.0144,320.0
nofold/s40_off,133,d(item_5),move_to(?target=item_5),135.8,0.534451,0.2185,320.0
nofold/s40_off,133,d(item_6),move_to(?target=item_6),187.2,0.534451,0.1423,320.0
nofold/s40_off,133,d(item_7),move_to(?target=item_7),366.4,0.534451,0.0267,320.0
nofold/s40_off,134,ac,move_to(?target=ac_switch_0),502.0,0.562044,0.0074,340.0
nofold/s40_off,134,coffee,move_to(?target=coffee_machine_0),0.0,0.562044,0.5615,340.0
nofold/s40_off,134,d(item_4),move_to(?target=item_4),479.2,0.562044,0.0092,340.0
nofold/s40_off,134,d(item_5),move_to(?target=item_5),146.3,0.562044,0.2111,340.0
nofold/s40_off,134,d(item_6),move_to(?target=item_6),201.7,0.562044,0.1319,340.0
nofold/s40_off,134,d(item_7),move_to(?target=item_7),392.5,0.562044,0.0217,340.0
nofold/s40_off,135,ac,move_to(?target=ac_switch_0),536.1,0.588583,0.0055,360.0
nofold/s40_off,135,coffee,move_to(?target=coffee_machine_0),0.0,0.588583,0.588,360.0
nofold/s40_off,135,d(item_4),move_to(?target=item_4),531.9,0.588583,0.0057,360.0
nofold/s40_off,135,d(item_5),move_to(?target=item_5),157.1,0.588583,0.2024,360.0
nofold/s40_off,135,d(item_6),move_to(?target=item_6),216.5,0.588583,0.121,360.0
nofold/s40_off,135,d(item_7),move_to(?target=item_7),419.0,0.588583,0.0175,360.0
nofold/s40_off,136,ac,move_to(?target=ac_switch_0),570.6,0.614102,0.0041,380.0
nofold/s40_off,136,coffee,move_to(?target=coffee_machine_0),0.0,0.614102,0.6135,380.0
nofold/s40_off,136,d(item_4),move_to(?target=item_4),587.1,0.614102,0.0034,380.0
nofold/s40_off,136,d(item_5),move_to(?target=item_5),168.2,0.614102,0.1925,380.0
nofold/s40_off,136,d(item_6),move_to(?target=item_6),231.7,0.614102,0.1101,380.0
nofold/s40_off,136,d(item_7),move_to(?target=item_7),445.8,0.614102,0.014,380.0
nofold/s40_off,137,ac,move_to(?target=ac_switch_0),605.3,0.638632,0.003,400.0
nofold/s40_off,137,coffee,move_to(?target=coffee_machine_0),0.0,0.638632,0.638,400.0
nofold/s40_off,137,d(item_4),move_to(?target=item_4),644.5,0.638632,0.002,400.0
nofold/s40_off,137,d(item_5),move_to(?target=item_5),179.5,0.638632,0.1817,400.0
nofold/s40_off,137,d(item_6),move_to(?target=item_6),247.2,0.638632,0.0993,400.0
nofold/s40_off,137,d(item_7),move_to(?target=item_7),473.0,0.638632,0.0112,400.0
nofold/s40_off,138,ac,move_to(?target=ac_switch_0),640.4,0.662182,0.0022,420.0
nofold/s40_off,138,coffee,move_to(?target=coffee_machine_0),0.0,0.662182,0.6615,420.0
nofold/s40_off,138,d(item_4),move_to(?target=item_4),703.7,0.662182,0.0012,420.0
nofold/s40_off,138,d(item_5),move_to(?target=item_5),191.2,0.662182,0.1704,420.0
nofold/s40_off,138,d(item_6),move_to(?target=item_6),263.2,0.662182,0.0888,420.0
nofold/s40_off,138,d(item_7),move_to(?target=item_7),500.5,0.662182,0.0088,420.0
nofold/s40_off,139,ac,move_to(?target=ac_switch_0),675.7,0.684732,0.0016,440.0
nofold/s40_off,139,coffee,move_to(?target=coffee_machine_0),0.0,0.684732,0.6838,440.0
nofold/s40_off,139,d(item_4),move_to(?target=item_4),764.4,0.684732,0.001,440.0
nofold/s40_off,139,d(item_5),move_to(?target=item_5),203.2,0.684732,0.1585,440.0
nofold/s40_off,139,d(item_6),move_to(?target=item_6),279.5,0.684732,0.0788,440.0
nofold/s40_off,139,d(item_7),move_to(?target=item_7),528.3,0.684732,0.0069,440.0
nofold/s40_off,140,ac,move_to(?target=ac_switch_0),711.2,0.706237,0.0011,460.0
nofold/s40_off,140,coffee,move_to(?target=coffee_machine_0),0.0,0.706237,0.7051,460.0
nofold/s40_off,140,d(item_4),move_to(?target=item_4),826.5,0.706237,0.001,460.0
nofold/s40_off,140,d(item_5),move_to(?target=item_5),215.4,0.706237,0.1465,460.0
nofold/s40_off,140,d(item_6),move_to(?target=item_6),296.2,0.706237,0.0693,460.0
nofold/s40_off,140,d(item_7),move_to(?target=item_7),556.5,0.706237,0.0054,460.0
nofold/s40_off,141,ac,move_to(?target=ac_switch_0),747.0,0.726637,0.001,480.0
nofold/s40_off,141,coffee,move_to(?target=coffee_machine_0),0.0,0.726637,0.7252,480.0
nofold/s40_off,141,d(item_4),move_to(?target=item_4),889.4,0.726637,0.001,480.0
nofold/s40_off,141,d(item_5),move_to(?target=item_5),228.1,0.726637,0.1345,480.0
nofold/s40_off,141,d(item_6),move_to(?target=item_6),313.3,0.726637,0.0606,480.0
nofold/s40_off,141,d(item_7),move_to(?target=item_7),584.9,0.726637,0.0042,480.0
nofold/s40_off,142,ac,move_to(?target=ac_switch_0),783.0,0.745867,0.001,500.0
nofold/s40_off,142,coffee,move_to(?target=coffee_machine_0),0.0,0.745867,0.7442,500.0
nofold/s40_off,142,d(item_4),move_to(?target=item_4),952.8,0.745867,0.001,500.0
nofold/s40_off,142,d(item_5),move_to(?target=item_5),241.0,0.745867,0.1227,500.0
nofold/s40_off,142,d(item_6),move_to(?target=item_6),330.8,0.745867,0.0525,500.0
nofold/s40_off,142,d(item_7),move_to(?target=item_7),613.7,0.745867,0.0032,500.0
nofold/s40_off,143,ac,move_to(?target=ac_switch_0),819.2,0.763871,0.001,520.0
nofold/s40_off,143,coffee,move_to(?target=coffee_machine_0),0.0,0.763871,0.762,520.0
nofold/s40_off,143,d(item_4),move_to(?target=item_4),1015.6,0.763871,0.001,520.0
nofold/s40_off,143,d(item_5),move_to(?target=item_5),254.2,0.763871,0.1111,520.0
nofold/s40_off,143,d(item_6),move_to(?target=item_6),348.7,0.763871,0.0453,520.0
nofold/s40_off,143,d(item_7),move_to(?target=item_7),642.7,0.763871,0.0025,520.0
nofold/s40_off,144,ac,move_to(?target=ac_switch_0),855.6,0.780598,0.001,540.0
nofold/s40_off,144,coffee,move_to(?target=coffee_machine_0),-0.0,0.780598,0.7785,540.0
nofold/s40_off,144,d(item_4),move_to(?target=item_4),1055.6,0.780598,0.001,540.0
nofold/s40_off,144,d(item_5),move_to(?target=item_5),267.9,0.780598,0.1,540.0
nofold/s40_off,144,d(item_6),move_to(?target=item_6),366.9,0.780598,0.0387,540.0
nofold/s40_off,144,d(item_7),move_to(?target=item_7),672.1,0.780598,0.0019,540.0
nofold/s40_off,145,ac,move_to(?target=ac_switch_0),892.1,0.796054,0.001,560.0
nofold/s40_off,145,coffee,move_to(?target=coffee_machine_0),0.0,0.796054,0.7938,560.0
nofold/s40_off,145,d(item_5),move_to(?target=item_5),281.8,0.796054,0.0895,560.0
nofold/s40_off,145,d(item_6),move_to(?target=item_6),385.6,0.796054,0.0329,560.0
nofold/s40_off,145,d(item_7),move_to(?target=item_7),701.7,0.796054,0.0014,560.0
nofold/s40_off,146,ac,move_to(?target=ac_switch_0),928.8,0.810178,0.001,580.0
nofold/s40_off,146,coffee,move_to(?target=coffee_machine_0),0.0,0.810178,0.8079,580.0
nofold/s40_off,146,d(item_5),move_to(?target=item_5),296.1,0.810178,0.0795,580.0
nofold/s40_off,146,d(item_6),move_to(?target=item_6),404.7,0.810178,0.0277,580.0
nofold/s40_off,146,d(item_7),move_to(?target=item_7),731.6,0.810178,0.0011,580.0
nofold/s40_off,147,ac,move_to(?target=ac_switch_0),965.7,0.823011,0.001,600.0
nofold/s40_off,147,coffee,move_to(?target=coffee_machine_0),0.0,0.823011,0.8205,600.0
nofold/s40_off,147,d(item_5),move_to(?target=item_5),310.8,0.823011,0.0702,600.0
nofold/s40_off,147,d(item_6),move_to(?target=item_6),424.2,0.823011,0.0233,600.0
nofold/s40_off,147,d(item_7),move_to(?target=item_7),761.7,0.823011,0.001,600.0
nofold/s40_off,148,ac,move_to(?target=ac_switch_0),1002.7,0.834584,0.001,620.0
nofold/s40_off,148,coffee,move_to(?target=coffee_machine_0),0.0,0.834584,0.8318,620.0
nofold/s40_off,148,d(item_5),move_to(?target=item_5),325.8,0.834584,0.0616,620.0
nofold/s40_off,148,d(item_6),move_to(?target=item_6),444.1,0.834584,0.0194,620.0
nofold/s40_off,148,d(item_7),move_to(?target=item_7),792.1,0.834584,0.001,620.0
nofold/s40_off,149,ac,move_to(?target=ac_switch_0),1039.8,0.844944,0.001,640.0
nofold/s40_off,149,coffee,move_to(?target=coffee_machine_0),0.0,0.844944,0.842,640.0
nofold/s40_off,149,d(item_5),move_to(?target=item_5),341.2,0.844944,0.0538,640.0
nofold/s40_off,149,d(item_6),move_to(?target=item_6),464.4,0.844944,0.016,640.0
nofold/s40_off,149,d(item_7),move_to(?target=item_7),822.8,0.844944,0.001,640.0
nofold/s40_off,150,ac,move_to(?target=ac_switch_0),1077.1,0.85415,0.001,660.0
nofold/s40_off,150,coffee,move_to(?target=coffee_machine_0),0.0,0.85415,0.8511,660.0
nofold/s40_off,150,d(item_5),move_to(?target=item_5),356.9,0.85415,0.0466,660.0
nofold/s40_off,150,d(item_6),move_to(?target=item_6),485.1,0.85415,0.0132,660.0
nofold/s40_off,150,d(item_7),move_to(?target=item_7),853.7,0.85415,0.001,660.0
nofold/s40_off,151,ac,move_to(?target=ac_switch_0),1114.4,0.862274,0.001,680.0
nofold/s40_off,151,coffee,move_to(?target=coffee_machine_0),0.0,0.862274,0.8591,680.0
nofold/s40_off,151,d(item_5),move_to(?target=item_5),373.1,0.862274,0.0402,680.0
nofold/s40_off,151,d(item_6),move_to(?target=item_6),506.2,0.862274,0.0108,680.0
nofold/s40_off,151,d(item_7),move_to(?target=item_7),884.9,0.862274,0.001,680.0
nofold/s40_off,152,ac,move_to(?target=ac_switch_0),1151.9,0.869396,0.001,700.0
nofold/s40_off,152,coffee,move_to(?target=coffee_machine_0),0.0,0.869396,0.8661,700.0
nofold/s40_off,152,d(item_5),move_to(?target=item_5),389.6,0.869396,0.0345,700.0
nofold/s40_off,152,d(item_6),move_to(?target=item_6),527.7,0.869396,0.0088,700.0
nofold/s40_off,152,d(item_7),move_to(?target=item_7),916.2,0.869396,0.001,700.0
nofold/s40_off,153,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,153,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,153,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,153,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,153,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,154,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,154,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,154,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,154,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,154,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,155,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,155,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,155,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,155,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,155,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,156,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,156,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,156,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,156,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,156,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,157,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,157,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,157,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,157,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,157,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,158,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,158,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,158,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,158,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,158,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,159,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,159,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,159,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,159,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,159,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,160,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,160,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,160,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,160,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,160,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,161,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,161,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,161,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,161,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,161,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,162,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,162,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,162,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,162,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,162,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,163,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,163,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,163,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,163,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,163,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,164,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,164,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,164,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,164,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,164,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,165,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,165,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,165,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,165,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,165,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,166,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,166,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,166,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,166,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,166,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,167,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,167,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,167,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,167,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,167,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,168,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,168,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,168,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,168,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,168,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,169,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,169,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,169,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,169,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,169,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,170,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,170,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,170,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,170,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,170,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,171,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,171,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,171,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,171,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,171,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,172,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,172,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,172,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,172,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,172,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,173,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,173,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,173,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,173,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,173,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,174,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,174,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,174,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,174,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,174,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,175,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,175,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,175,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,175,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,175,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,176,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,176,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,176,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,176,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,176,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,177,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,177,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,177,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,177,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,177,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,178,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,178,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,178,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,178,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,178,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,179,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,179,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,179,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,179,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,179,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,180,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,180,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,180,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,180,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,180,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,181,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,181,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,181,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,181,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,181,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,182,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,182,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,182,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,182,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,182,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,183,ac,move_to(?target=ac_switch_0),1189.5,0.875598,0.001,720.0
nofold/s40_off,183,coffee,"wait_at(?duration=PT60S,?entity=coffee_machine_0)",,0.875598,0.8722,0.0
nofold/s40_off,183,d(item_5),move_to(?target=item_5),406.5,0.875598,0.0294,720.0
nofold/s40_off,183,d(item_6),move_to(?target=item_6),549.6,0.875598,0.0071,720.0
nofold/s40_off,183,d(item_7),move_to(?target=item_7),947.9,0.875598,0.001,720.0
nofold/s40_off,184,ac,move_to(?target=ac_switch_0),0.0,0.2,0.1994,0.0
nofold/s40_off,184,d(item_5),move_to(?target=item_5),0.0,0.2,0.1994,0.0
nofold/s40_off,184,d(item_6),move_to(?target=item_6),0.0,0.2,0.1994,0.0
nofold/s40_off,184,d(item_7),move_to(?target=item_7),0.0,0.2,0.1994,0.0
nofold/s40_off,185,ac,move_to(?target=ac_switch_0),0.0,0.2,0.1994,0.0
