condition,step,hypothesis,expected_action,excess_cm,base,belief,walked_cm
s40_off,27,d(item_7),move_to(?target=item_7),1052.1,0.087134,0.001,560.0
s40_off,28,ac,move_to(?target=ac_switch_0),1133.6,0.08784,0.001,580.0
s40_off,28,coffee,move_to(?target=coffee_machine_0),396.0,0.08784,0.0327,580.0
s40_off,28,d(item_3),move_to(?target=item_3),0.0,0.08784,0.8748,580.0
s40_off,28,d(item_4),move_to(?target=item_4),988.6,0.08784,0.001,580.0
s40_off,28,d(item_5),move_to(?target=item_5),812.1,0.08784,0.001,580.0
s40_off,28,d(item_6),move_to(?target=item_6),893.8,0.08784,0.001,580.0
s40_off,28,d(item_7),move_to(?target=item_7),1090.7,0.08784,0.001,580.0
s40_off,29,ac,move_to(?target=ac_switch_0),1173.3,0.088434,0.001,600.0
s40_off,29,coffee,move_to(?target=coffee_machine_0),418.3,0.088434,0.0265,600.0
s40_off,29,d(item_3),move_to(?target=item_3),0.0,0.088434,0.8805,600.0
s40_off,29,d(item_4),move_to(?target=item_4),1025.1,0.088434,0.001,600.0
s40_off,29,d(item_5),move_to(?target=item_5),843.5,0.088434,0.001,600.0
s40_off,29,d(item_6),move_to(?target=item_6),927.6,0.088434,0.001,600.0
s40_off,29,d(item_7),move_to(?target=item_7),1129.3,0.088434,0.001,600.0
s40_off,30,ac,move_to(?target=ac_switch_0),1213.0,0.088928,0.001,620.0
s40_off,30,coffee,move_to(?target=coffee_machine_0),441.2,0.088928,0.0212,620.0
s40_off,30,d(item_3),move_to(?target=item_3),0.0,0.088928,0.8853,620.0
s40_off,30,d(item_4),move_to(?target=item_4),1061.6,0.088928,0.001,620.0
s40_off,30,d(item_5),move_to(?target=item_5),875.0,0.088928,0.001,620.0
s40_off,30,d(item_6),move_to(?target=item_6),961.6,0.088928,0.001,620.0
s40_off,30,d(item_7),move_to(?target=item_7),1167.9,0.088928,0.001,620.0
s40_off,31,ac,move_to(?target=ac_switch_0),1252.7,0.089335,0.001,640.0
s40_off,31,coffee,move_to(?target=coffee_machine_0),464.7,0.089335,0.0169,640.0
s40_off,31,d(item_3),move_to(?target=item_3),0.0,0.089335,0.8892,640.0
s40_off,31,d(item_4),move_to(?target=item_4),1098.3,0.089335,0.001,640.0
s40_off,31,d(item_5),move_to(?target=item_5),906.7,0.089335,0.001,640.0
s40_off,31,d(item_6),move_to(?target=item_6),995.6,0.089335,0.001,640.0
s40_off,31,d(item_7),move_to(?target=item_7),1206.5,0.089335,0.001,640.0
s40_off,32,ac,move_to(?target=ac_switch_0),1292.4,0.089667,0.001,660.0
s40_off,32,coffee,move_to(?target=coffee_machine_0),488.8,0.089667,0.0134,660.0
s40_off,32,d(item_3),move_to(?target=item_3),0.0,0.089667,0.8924,660.0
s40_off,32,d(item_4),move_to(?target=item_4),1135.0,0.089667,0.001,660.0
s40_off,32,d(item_5),move_to(?target=item_5),938.5,0.089667,0.001,660.0
s40_off,32,d(item_6),move_to(?target=item_6),1029.9,0.089667,0.001,660.0
s40_off,32,d(item_7),move_to(?target=item_7),1245.2,0.089667,0.001,660.0
s40_off,33,ac,move_to(?target=ac_switch_0),1332.2,0.089936,0.001,680.0
s40_off,33,coffee,move_to(?target=coffee_machine_0),513.5,0.089936,0.0105,680.0
s40_off,33,d(item_3),move_to(?target=item_3),0.0,0.089936,0.895,680.0
s40_off,33,d(item_4),move_to(?target=item_4),1171.9,0.089936,0.001,680.0
s40_off,33,d(item_5),move_to(?target=item_5),970.5,0.089936,0.001,680.0
s40_off,33,d(item_6),move_to(?target=item_6),1064.2,0.089936,0.001,680.0
s40_off,33,d(item_7),move_to(?target=item_7),1284.0,0.089936,0.001,680.0
s40_off,34,ac,move_to(?target=ac_switch_0),1371.9,0.090152,0.001,700.0
s40_off,34,coffee,move_to(?target=coffee_machine_0),538.8,0.090152,0.0082,700.0
s40_off,34,d(item_3),move_to(?target=item_3),0.0,0.090152,0.8971,700.0
s40_off,34,d(item_4),move_to(?target=item_4),1208.8,0.090152,0.001,700.0
s40_off,34,d(item_5),move_to(?target=item_5),1002.7,0.090152,0.001,700.0
s40_off,34,d(item_6),move_to(?target=item_6),1098.7,0.090152,0.001,700.0
s40_off,34,d(item_7),move_to(?target=item_7),1322.7,0.090152,0.001,700.0
s40_off,35,ac,move_to(?target=ac_switch_0),1411.7,0.090323,0.001,720.0
s40_off,35,coffee,move_to(?target=coffee_machine_0),564.7,0.090323,0.0063,720.0
s40_off,35,d(item_3),move_to(?target=item_3),0.0,0.090323,0.8988,720.0
s40_off,35,d(item_4),move_to(?target=item_4),1245.8,0.090323,0.001,720.0
s40_off,35,d(item_5),move_to(?target=item_5),1035.0,0.090323,0.001,720.0
s40_off,35,d(item_6),move_to(?target=item_6),1133.3,0.090323,0.001,720.0
s40_off,35,d(item_7),move_to(?target=item_7),1361.5,0.090323,0.001,720.0
s40_off,36,ac,move_to(?target=ac_switch_0),1451.5,0.090459,0.001,740.0
s40_off,36,coffee,move_to(?target=coffee_machine_0),591.1,0.090459,0.0049,740.0
s40_off,36,d(item_3),move_to(?target=item_3),0.0,0.090459,0.9001,740.0
s40_off,36,d(item_4),move_to(?target=item_4),1282.9,0.090459,0.001,740.0
s40_off,36,d(item_5),move_to(?target=item_5),1067.5,0.090459,0.001,740.0
s40_off,36,d(item_6),move_to(?target=item_6),1168.0,0.090459,0.001,740.0
s40_off,36,d(item_7),move_to(?target=item_7),1400.4,0.090459,0.001,740.0
s40_off,37,ac,move_to(?target=ac_switch_0),1491.3,0.090565,0.001,760.0
s40_off,37,coffee,move_to(?target=coffee_machine_0),618.0,0.090565,0.0037,760.0
s40_off,37,d(item_3),move_to(?target=item_3),0.0,0.090565,0.9012,760.0
s40_off,37,d(item_4),move_to(?target=item_4),1320.1,0.090565,0.001,760.0
s40_off,37,d(item_5),move_to(?target=item_5),1100.2,0.090565,0.001,760.0
s40_off,37,d(item_6),move_to(?target=item_6),1202.9,0.090565,0.001,760.0
s40_off,37,d(item_7),move_to(?target=item_7),1439.2,0.090565,0.001,760.0
s40_off,38,ac,move_to(?target=ac_switch_0),1531.1,0.090647,0.001,780.0
s40_off,38,coffee,move_to(?target=coffee_machine_0),645.5,0.090647,0.0028,780.0
s40_off,38,d(item_3),move_to(?target=item_3),0.0,0.090647,0.902,780.0
s40_off,38,d(item_4),move_to(?target=item_4),1357.3,0.090647,0.001,780.0
s40_off,38,d(item_5),move_to(?target=item_5),1132.9,0.090647,0.001,780.0
s40_off,38,d(item_6),move_to(?target=item_6),1237.8,0.090647,0.001,780.0
s40_off,38,d(item_7),move_to(?target=item_7),1478.1,0.090647,0.001,780.0
s40_off,39,ac,move_to(?target=ac_switch_0),1570.9,0.090711,0.001,800.0
s40_off,39,coffee,move_to(?target=coffee_machine_0),673.4,0.090711,0.0021,800.0
s40_off,39,d(item_3),move_to(?target=item_3),0.0,0.090711,0.9026,800.0
s40_off,39,d(item_4),move_to(?target=item_4),1394.6,0.090711,0.001,800.0
s40_off,39,d(item_5),move_to(?target=item_5),1165.9,0.090711,0.001,800.0
s40_off,39,d(item_6),move_to(?target=item_6),1272.9,0.090711,0.001,800.0
s40_off,39,d(item_7),move_to(?target=item_7),1517.0,0.090711,0.001,800.0
s40_off,40,ac,move_to(?target=ac_switch_0),1610.7,0.09076,0.001,820.0
s40_off,40,coffee,move_to(?target=coffee_machine_0),701.9,0.09076,0.0016,820.0
s40_off,40,d(item_3),move_to(?target=item_3),0.0,0.09076,0.9031,820.0
s40_off,40,d(item_4),move_to(?target=item_4),1432.0,0.09076,0.001,820.0
s40_off,40,d(item_5),move_to(?target=item_5),1199.0,0.09076,0.001,820.0
s40_off,40,d(item_6),move_to(?target=item_6),1308.1,0.09076,0.001,820.0
s40_off,40,d(item_7),move_to(?target=item_7),1555.9,0.09076,0.001,820.0
s40_off,41,ac,move_to(?target=ac_switch_0),1650.5,0.090797,0.001,840.0
s40_off,41,coffee,move_to(?target=coffee_machine_0),730.8,0.090797,0.0012,840.0
s40_off,41,d(item_3),move_to(?target=item_3),0.0,0.090797,0.9035,840.0
s40_off,41,d(item_4),move_to(?target=item_4),1469.4,0.090797,0.001,840.0
s40_off,41,d(item_5),move_to(?target=item_5),1232.2,0.090797,0.001,840.0
s40_off,41,d(item_6),move_to(?target=item_6),1343.4,0.090797,0.001,840.0
s40_off,41,d(item_7),move_to(?target=item_7),1594.9,0.090797,0.001,840.0
s40_off,42,ac,move_to(?target=ac_switch_0),1690.3,0.090826,0.001,860.0
s40_off,42,coffee,move_to(?target=coffee_machine_0),760.2,0.090826,0.001,860.0
s40_off,42,d(item_3),move_to(?target=item_3),0.0,0.090826,0.9037,860.0
s40_off,42,d(item_4),move_to(?target=item_4),1506.9,0.090826,0.001,860.0
s40_off,42,d(item_5),move_to(?target=item_5),1265.5,0.090826,0.001,860.0
s40_off,42,d(item_6),move_to(?target=item_6),1378.8,0.090826,0.001,860.0
s40_off,42,d(item_7),move_to(?target=item_7),1633.9,0.090826,0.001,860.0
s40_off,43,ac,move_to(?target=ac_switch_0),1730.1,0.090847,0.001,880.0
s40_off,43,coffee,move_to(?target=coffee_machine_0),790.0,0.090847,0.001,880.0
s40_off,43,d(item_3),move_to(?target=item_3),0.0,0.090847,0.9037,880.0
s40_off,43,d(item_4),move_to(?target=item_4),1544.5,0.090847,0.001,880.0
s40_off,43,d(item_5),move_to(?target=item_5),1299.0,0.090847,0.001,880.0
s40_off,43,d(item_6),move_to(?target=item_6),1414.3,0.090847,0.001,880.0
s40_off,43,d(item_7),move_to(?target=item_7),1672.9,0.090847,0.001,880.0
s40_off,44,ac,move_to(?target=ac_switch_0),1770.0,0.090863,0.001,900.0
s40_off,44,coffee,move_to(?target=coffee_machine_0),820.2,0.090863,0.001,900.0
s40_off,44,d(item_3),move_to(?target=item_3),0.0,0.090863,0.9037,900.0
s40_off,44,d(item_4),move_to(?target=item_4),1582.1,0.090863,0.001,900.0
s40_off,44,d(item_5),move_to(?target=item_5),1332.6,0.090863,0.001,900.0
s40_off,44,d(item_6),move_to(?target=item_6),1449.9,0.090863,0.001,900.0
s40_off,44,d(item_7),move_to(?target=item_7),1712.0,0.090863,0.001,900.0
s40_off,45,ac,move_to(?target=ac_switch_0),1809.8,0.090875,0.001,920.0
s40_off,45,coffee,move_to(?target=coffee_machine_0),850.8,0.090875,0.001,920.0
s40_off,45,d(item_3),move_to(?target=item_3),0.0,0.090875,0.9037,920.0
s40_off,45,d(item_4),move_to(?target=item_4),1619.8,0.090875,0.001,920.0
s40_off,45,d(item_5),move_to(?target=item_5),1366.3,0.090875,0.001,920.0
s40_off,45,d(item_6),move_to(?target=item_6),1485.5,0.090875,0.001,920.0
s40_off,45,d(item_7),move_to(?target=item_7),1751.0,0.090875,0.001,920.0
s40_off,46,ac,move_to(?target=ac_switch_0),1849.7,0.090884,0.001,940.0
s40_off,46,coffee,move_to(?target=coffee_machine_0),881.8,0.090884,0.001,940.0
s40_off,46,d(item_3),move_to(?target=item_3),0.0,0.090884,0.9037,940.0
s40_off,46,d(item_4),move_to(?target=item_4),1657.6,0.090884,0.001,940.0
s40_off,46,d(item_5),move_to(?target=item_5),1400.2,0.090884,0.001,940.0
s40_off,46,d(item_6),move_to(?target=item_6),1521.3,0.090884,0.001,940.0
s40_off,46,d(item_7),move_to(?target=item_7),1790.1,0.090884,0.001,940.0
s40_off,47,ac,move_to(?target=ac_switch_0),1889.5,0.090891,0.001,960.0
s40_off,47,coffee,move_to(?target=coffee_machine_0),913.2,0.090891,0.001,960.0
s40_off,47,d(item_3),move_to(?target=item_3),0.0,0.090891,0.9037,960.0
s40_off,47,d(item_4),move_to(?target=item_4),1695.4,0.090891,0.001,960.0
s40_off,47,d(item_5),move_to(?target=item_5),1434.1,0.090891,0.001,960.0
s40_off,47,d(item_6),move_to(?target=item_6),1557.2,0.090891,0.001,960.0
s40_off,47,d(item_7),move_to(?target=item_7),1829.2,0.090891,0.001,960.0
s40_off,48,ac,move_to(?target=ac_switch_0),1929.4,0.090896,0.001,980.0
s40_off,48,coffee,move_to(?target=coffee_machine_0),944.9,0.090896,0.001,980.0
s40_off,48,d(item_3),move_to(?target=item_3),0.0,0.090896,0.9037,980.0
s40_off,48,d(item_4),move_to(?target=item_4),1733.2,0.090896,0.001,980.0
s40_off,48,d(item_5),move_to(?target=item_5),1468.2,0.090896,0.001,980.0
s40_off,48,d(item_6),move_to(?target=item_6),1593.1,0.090896,0.001,980.0
s40_off,48,d(item_7),move_to(?target=item_7),1868.3,0.090896,0.001,980.0
s40_off,49,ac,move_to(?target=ac_switch_0),1969.2,0.0909,0.001,1000.0
s40_off,49,coffee,move_to(?target=coffee_machine_0),976.9,0.0909,0.001,1000.0
s40_off,49,d(item_3),move_to(?target=item_3),0.0,0.0909,0.9037,1000.0
s40_off,49,d(item_4),move_to(?target=item_4),1771.1,0.0909,0.001,1000.0
s40_off,49,d(item_5),move_to(?target=item_5),1502.4,0.0909,0.001,1000.0
s40_off,49,d(item_6),move_to(?target=item_6),1629.2,0.0909,0.001,1000.0
s40_off,49,d(item_7),move_to(?target=item_7),1907.5,0.0909,0.001,1000.0
s40_off,50,ac,move_to(?target=ac_switch_0),2009.1,0.090902,0.001,1020.0
s40_off,50,coffee,move_to(?target=coffee_machine_0),1009.3,0.090902,0.001,1020.0
s40_off,50,d(item_3),move_to(?target=item_3),0.0,0.090902,0.9037,1020.0
s40_off,50,d(item_4),move_to(?target=item_4),1809.0,0.090902,0.001,1020.0
s40_off,50,d(item_5),move_to(?target=item_5),1536.7,0.090902,0.001,1020.0
s40_off,50,d(item_6),move_to(?target=item_6),1665.3,0.090902,0.001,1020.0
s40_off,50,d(item_7),move_to(?target=item_7),1946.6,0.090902,0.001,1020.0
s40_off,51,ac,move_to(?target=ac_switch_0),2049.0,0.090904,0.001,1040.0
s40_off,51,coffee,move_to(?target=coffee_machine_0),1042.0,0.090904,0.001,1040.0
s40_off,51,d(item_3),move_to(?target=item_3),0.0,0.090904,0.9037,1040.0
s40_off,51,d(item_4),move_to(?target=item_4),1847.0,0.090904,0.001,1040.0
s40_off,51,d(item_5),move_to(?target=item_5),1571.1,0.090904,0.001,1040.0
s40_off,51,d(item_6),move_to(?target=item_6),1701.5,0.090904,0.001,1040.0
s40_off,51,d(item_7),move_to(?target=item_7),1985.8,0.090904,0.001,1040.0
s40_off,52,ac,move_to(?target=ac_switch_0),2088.8,0.090906,0.001,1060.0
s40_off,52,coffee,move_to(?target=coffee_machine_0),1074.9,0.090906,0.001,1060.0
s40_off,52,d(item_3),move_to(?target=item_3),0.0,0.090906,0.9037,1060.0
s40_off,52,d(item_4),move_to(?target=item_4),1885.1,0.090906,0.001,1060.0
s40_off,52,d(item_5),move_to(?target=item_5),1605.7,0.090906,0.001,1060.0
s40_off,52,d(item_6),move_to(?target=item_6),1737.7,0.090906,0.001,1060.0
s40_off,52,d(item_7),move_to(?target=item_7),2025.0,0.090906,0.001,1060.0
s40_off,53,ac,move_to(?target=ac_switch_0),2128.7,0.090907,0.001,1080.0
s40_off,53,coffee,move_to(?target=coffee_machine_0),1108.1,0.090907,0.001,1080.0
s40_off,53,d(item_3),move_to(?target=item_3),0.0,0.090907,0.9037,1080.0
s40_off,53,d(item_4),move_to(?target=item_4),1923.2,0.090907,0.001,1080.0
s40_off,53,d(item_5),move_to(?target=item_5),1640.3,0.090907,0.001,1080.0
s40_off,53,d(item_6),move_to(?target=item_6),1774.1,0.090907,0.001,1080.0
s40_off,53,d(item_7),move_to(?target=item_7),2064.2,0.090907,0.001,1080.0
s40_off,54,ac,move_to(?target=ac_switch_0),2168.6,0.090907,0.001,1100.0
s40_off,54,coffee,move_to(?target=coffee_machine_0),1141.6,0.090907,0.001,1100.0
s40_off,54,d(item_3),move_to(?target=item_3),0.0,0.090907,0.9037,1100.0
s40_off,54,d(item_4),move_to(?target=item_4),1961.3,0.090907,0.001,1100.0
s40_off,54,d(item_5),move_to(?target=item_5),1675.0,0.090907,0.001,1100.0
s40_off,54,d(item_6),move_to(?target=item_6),1810.5,0.090907,0.001,1100.0
s40_off,54,d(item_7),move_to(?target=item_7),2103.4,0.090907,0.001,1100.0
s40_off,55,ac,move_to(?target=ac_switch_0),2208.5,0.090908,0.001,1120.0
s40_off,55,coffee,move_to(?target=coffee_machine_0),1175.4,0.090908,0.001,1120.0
s40_off,55,d(item_3),move_to(?target=item_3),0.0,0.090908,0.9037,1120.0
s40_off,55,d(item_4),move_to(?target=item_4),1999.5,0.090908,0.001,1120.0
s40_off,55,d(item_5),move_to(?target=item_5),1709.8,0.090908,0.001,1120.0
s40_off,55,d(item_6),move_to(?target=item_6),1847.0,0.090908,0.001,1120.0
s40_off,55,d(item_7),move_to(?target=item_7),2142.7,0.090908,0.001,1120.0
s40_off,56,ac,move_to(?target=ac_switch_0),2248.4,0.090908,0.001,1140.0
s40_off,56,coffee,move_to(?target=coffee_machine_0),1209.4,0.090908,0.001,1140.0
s40_off,56,d(item_3),move_to(?target=item_3),0.0,0.090908,0.9037,1140.0
s40_off,56,d(item_4),move_to(?target=item_4),2037.7,0.090908,0.001,1140.0
s40_off,56,d(item_5),move_to(?target=item_5),1744.8,0.090908,0.001,1140.0
s40_off,56,d(item_6),move_to(?target=item_6),1883.6,0.090908,0.001,1140.0
s40_off,56,d(item_7),move_to(?target=item_7),2181.9,0.090908,0.001,1140.0
s40_off,57,ac,move_to(?target=ac_switch_0),2288.2,0.090908,0.001,1160.0
s40_off,57,coffee,move_to(?target=coffee_machine_0),1243.6,0.090908,0.001,1160.0
s40_off,57,d(item_3),move_to(?target=item_3),0.0,0.090908,0.9037,1160.0
s40_off,57,d(item_4),move_to(?target=item_4),2075.9,0.090908,0.001,1160.0
s40_off,57,d(item_5),move_to(?target=item_5),1779.8,0.090908,0.001,1160.0
s40_off,57,d(item_6),move_to(?target=item_6),1920.2,0.090908,0.001,1160.0
s40_off,57,d(item_7),move_to(?target=item_7),2221.2,0.090908,0.001,1160.0
s40_off,58,ac,move_to(?target=ac_switch_0),2328.1,0.009901,0.001,1180.0
s40_off,58,coffee,move_to(?target=coffee_machine_0),1278.0,0.009901,0.001,1180.0
s40_off,58,d(item_3),pick_up(?item=item_3),,0.09901,0.9842,0.0
s40_off,58,d(item_4),move_to(?target=item_4),2114.2,0.009901,0.001,1180.0
s40_off,58,d(item_5),move_to(?target=item_5),1814.9,0.009901,0.001,1180.0
s40_off,58,d(item_6),move_to(?target=item_6),1956.9,0.009901,0.001,1180.0
s40_off,58,d(item_7),move_to(?target=item_7),2260.5,0.009901,0.001,1180.0
s40_off,59,ac,move_to(?target=ac_switch_0),2328.1,0.009901,0.001,1180.0
s40_off,59,coffee,move_to(?target=coffee_machine_0),1278.0,0.009901,0.001,1180.0
s40_off,59,d(item_3),pick_up(?item=item_3),,0.09901,0.9842,0.0
s40_off,59,d(item_4),move_to(?target=item_4),2114.2,0.009901,0.001,1180.0
s40_off,59,d(item_5),move_to(?target=item_5),1814.9,0.009901,0.001,1180.0
s40_off,59,d(item_6),move_to(?target=item_6),1956.9,0.009901,0.001,1180.0
s40_off,59,d(item_7),move_to(?target=item_7),2260.5,0.009901,0.001,1180.0
s40_off,60,ac,move_to(?target=ac_switch_0),2328.1,0.009901,0.001,1180.0
s40_off,60,coffee,move_to(?target=coffee_machine_0),1278.0,0.009901,0.001,1180.0
s40_off,60,d(item_3),move_to(?target=kitting_table_0),0.0,0.990098,0.9842,0.0
s40_off,60,d(item_4),"place(?item=item_3,?target=shelf_3)",,0.0,0.001,0.0
s40_off,60,d(item_5),"place(?item=item_3,?target=shelf_3)",,0.0,0.001,0.0
s40_off,60,d(item_6),"place(?item=item_3,?target=shelf_3)",,0.0,0.001,0.0
s40_off,60,d(item_7),"place(?item=item_3,?target=shelf_3)",,0.0,0.001,0.0
s40_off,61,ac,move_to(?target=ac_switch_0),2328.1,0.009901,0.001,1180.0
s40_off,61,coffee,move_to(?target=coffee_machine_0),1278.0,0.009901,0.001,1180.0
s40_off,61,d(item_3),move_to(?target=kitting_table_0),0.0,0.990098,0.9842,0.0
s40_off,61,d(item_4),"place(?item=item_3,?target=shelf_3)",,0.0,0.001,0.0
s40_off,61,d(item_5),"place(?item=item_3,?target=shelf_3)",,0.0,0.001,0.0
s40_off,61,d(item_6),"place(?item=item_3,?target=shelf_3)",,0.0,0.001,0.0
s40_off,61,d(item_7),"place(?item=item_3,?target=shelf_3)",,0.0,0.001,0.0
s40_off,62,ac,move_to(?target=ac_switch_0),2328.3,0.000999,0.001,1200.0
s40_off,62,coffee,move_to(?target=coffee_machine_0),1283.7,0.000999,0.001,1200.0
s40_off,62,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,20.0
s40_off,62,d(item_4),move_to(?target=shelf_3),0.0,0.0,0.001,0.0
s40_off,62,d(item_5),move_to(?target=shelf_3),0.0,0.0,0.001,0.0
s40_off,62,d(item_6),move_to(?target=shelf_3),0.0,0.0,0.001,0.0
s40_off,62,d(item_7),move_to(?target=shelf_3),0.0,0.0,0.001,0.0
s40_off,63,ac,move_to(?target=ac_switch_0),2328.4,0.000999,0.001,1220.0
s40_off,63,coffee,move_to(?target=coffee_machine_0),1289.5,0.000999,0.001,1220.0
s40_off,63,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,40.0
s40_off,63,d(item_4),move_to(?target=shelf_3),40.0,0.0,0.001,20.0
s40_off,63,d(item_5),move_to(?target=shelf_3),40.0,0.0,0.001,20.0
s40_off,63,d(item_6),move_to(?target=shelf_3),40.0,0.0,0.001,20.0
s40_off,63,d(item_7),move_to(?target=shelf_3),40.0,0.0,0.001,20.0
s40_off,64,ac,move_to(?target=ac_switch_0),2328.5,0.000999,0.001,1240.0
s40_off,64,coffee,move_to(?target=coffee_machine_0),1295.6,0.000999,0.001,1240.0
s40_off,64,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,60.0
s40_off,64,d(item_4),move_to(?target=shelf_3),80.0,0.0,0.001,40.0
s40_off,64,d(item_5),move_to(?target=shelf_3),80.0,0.0,0.001,40.0
s40_off,64,d(item_6),move_to(?target=shelf_3),80.0,0.0,0.001,40.0
s40_off,64,d(item_7),move_to(?target=shelf_3),80.0,0.0,0.001,40.0
s40_off,65,ac,move_to(?target=ac_switch_0),2328.6,0.000999,0.001,1260.0
s40_off,65,coffee,move_to(?target=coffee_machine_0),1302.0,0.000999,0.001,1260.0
s40_off,65,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,80.0
s40_off,65,d(item_4),move_to(?target=shelf_3),120.0,0.0,0.001,60.0
s40_off,65,d(item_5),move_to(?target=shelf_3),120.0,0.0,0.001,60.0
s40_off,65,d(item_6),move_to(?target=shelf_3),120.0,0.0,0.001,60.0
s40_off,65,d(item_7),move_to(?target=shelf_3),120.0,0.0,0.001,60.0
s40_off,66,ac,move_to(?target=ac_switch_0),2328.8,0.000999,0.001,1280.0
s40_off,66,coffee,move_to(?target=coffee_machine_0),1308.6,0.000999,0.001,1280.0
s40_off,66,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,100.0
s40_off,66,d(item_4),move_to(?target=shelf_3),160.0,0.0,0.001,80.0
s40_off,66,d(item_5),move_to(?target=shelf_3),160.0,0.0,0.001,80.0
s40_off,66,d(item_6),move_to(?target=shelf_3),160.0,0.0,0.001,80.0
s40_off,66,d(item_7),move_to(?target=shelf_3),160.0,0.0,0.001,80.0
s40_off,67,ac,move_to(?target=ac_switch_0),2328.9,0.000999,0.001,1300.0
s40_off,67,coffee,move_to(?target=coffee_machine_0),1315.4,0.000999,0.001,1300.0
s40_off,67,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,120.0
s40_off,67,d(item_4),move_to(?target=shelf_3),200.0,0.0,0.001,100.0
s40_off,67,d(item_5),move_to(?target=shelf_3),200.0,0.0,0.001,100.0
s40_off,67,d(item_6),move_to(?target=shelf_3),200.0,0.0,0.001,100.0
s40_off,67,d(item_7),move_to(?target=shelf_3),200.0,0.0,0.001,100.0
s40_off,68,ac,move_to(?target=ac_switch_0),2329.1,0.000999,0.001,1320.0
s40_off,68,coffee,move_to(?target=coffee_machine_0),1322.6,0.000999,0.001,1320.0
s40_off,68,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,140.0
s40_off,68,d(item_4),move_to(?target=shelf_3),240.0,0.0,0.001,120.0
s40_off,68,d(item_5),move_to(?target=shelf_3),240.0,0.0,0.001,120.0
s40_off,68,d(item_6),move_to(?target=shelf_3),240.0,0.0,0.001,120.0
s40_off,68,d(item_7),move_to(?target=shelf_3),240.0,0.0,0.001,120.0
s40_off,69,ac,move_to(?target=ac_switch_0),2329.2,0.000999,0.001,1340.0
s40_off,69,coffee,move_to(?target=coffee_machine_0),1330.0,0.000999,0.001,1340.0
s40_off,69,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,160.0
s40_off,69,d(item_4),move_to(?target=shelf_3),280.0,0.0,0.001,140.0
s40_off,69,d(item_5),move_to(?target=shelf_3),280.0,0.0,0.001,140.0
s40_off,69,d(item_6),move_to(?target=shelf_3),280.0,0.0,0.001,140.0
s40_off,69,d(item_7),move_to(?target=shelf_3),280.0,0.0,0.001,140.0
s40_off,70,ac,move_to(?target=ac_switch_0),2329.4,0.000999,0.001,1360.0
s40_off,70,coffee,move_to(?target=coffee_machine_0),1337.8,0.000999,0.001,1360.0
s40_off,70,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,180.0
s40_off,70,d(item_4),move_to(?target=shelf_3),320.0,0.0,0.001,160.0
s40_off,70,d(item_5),move_to(?target=shelf_3),320.0,0.0,0.001,160.0
s40_off,70,d(item_6),move_to(?target=shelf_3),320.0,0.0,0.001,160.0
s40_off,70,d(item_7),move_to(?target=shelf_3),320.0,0.0,0.001,160.0
s40_off,71,ac,move_to(?target=ac_switch_0),2329.5,0.000999,0.001,1380.0
s40_off,71,coffee,move_to(?target=coffee_machine_0),1345.8,0.000999,0.001,1380.0
s40_off,71,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,200.0
s40_off,71,d(item_4),move_to(?target=shelf_3),360.0,0.0,0.001,180.0
s40_off,71,d(item_5),move_to(?target=shelf_3),360.0,0.0,0.001,180.0
s40_off,71,d(item_6),move_to(?target=shelf_3),360.0,0.0,0.001,180.0
s40_off,71,d(item_7),move_to(?target=shelf_3),360.0,0.0,0.001,180.0
s40_off,72,ac,move_to(?target=ac_switch_0),2329.7,0.000999,0.001,1400.0
s40_off,72,coffee,move_to(?target=coffee_machine_0),1354.2,0.000999,0.001,1400.0
s40_off,72,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,220.0
s40_off,72,d(item_4),move_to(?target=shelf_3),400.0,0.0,0.001,200.0
s40_off,72,d(item_5),move_to(?target=shelf_3),400.0,0.0,0.001,200.0
s40_off,72,d(item_6),move_to(?target=shelf_3),400.0,0.0,0.001,200.0
s40_off,72,d(item_7),move_to(?target=shelf_3),400.0,0.0,0.001,200.0
s40_off,73,ac,move_to(?target=ac_switch_0),2329.8,0.000999,0.001,1420.0
s40_off,73,coffee,move_to(?target=coffee_machine_0),1363.0,0.000999,0.001,1420.0
s40_off,73,d(item_3),move_to(?target=kitting_table_0),0.0,0.0999,0.993,240.0
s40_off,73,d(item_4),move_to(?target=shelf_3),440.0,0.0,0.001,220.0
s40_off,73,d(item_5),move_to(?target=shelf_3),440.0,0.0,0.001,220.0
s40_off,73,d(item_6),move_to(?target=shelf_3),440.0,0.0,0.001,220.0
s40_off,73,d(item_7),move_to(?target=shelf_3),440.0,0.0,0.001,220.0
s40_off,74,ac,move_to(?target=ac_switch_0),2330.0,0.000999,0.001,1440.0
