step,segment,human_task,human_action,human_action_index,human_micro,human_x,human_y,human_holding,robot_task,robot_holding,ir_called,most_likely,confidence,p_item_3,p_item_6,p_item_4,p_item_7,p_item_5,p_ac_activation,p_coffee_break,p_unknown
372,done,,,4,,21.1,485.3,,deliver_item,item_5,True,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
373,done,,,4,,21.1,485.3,,deliver_item,item_5,True,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
374,done,,,4,,21.1,485.3,,deliver_item,item_5,True,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
375,done,,,4,,21.1,485.3,,deliver_item,,True,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
376,done,,,4,,21.1,485.3,,deliver_item,,True,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
377,done,,,4,,21.1,485.3,,,,True,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
378,done,,,4,,21.1,485.3,,,,True,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
379,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
380,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
381,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
382,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
383,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
384,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
385,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
386,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
387,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
388,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
389,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
390,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
391,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
392,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
393,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
394,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
395,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
396,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
397,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
398,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
399,done,,,4,,21.1,485.3,,,,False,item_6,0.8229,0.166,0.8229,0.001,0.001,0.001,0.0027,0.0027,0.0027
